      No     Day     Mon    Year  INConcob0000001  INConcsi0000001  INConcob0000002  INConcsi0000002  INConcob0000003  INConcsi0000003
    3432      25       5    2006    -9999.0000000        2.8145737    -9999.0000000        1.4376283    -9999.0000000        2.0686095
    3433      26       5    2006    -9999.0000000        2.8228703    -9999.0000000        1.5196122    -9999.0000000        2.1369797
    3434      27       5    2006    -9999.0000000        2.8765588    -9999.0000000        1.5801118    -9999.0000000        2.1536516
    3435      28       5    2006    -9999.0000000        2.8789301    -9999.0000000        1.6100670    -9999.0000000        2.1262632
    3436      29       5    2006    -9999.0000000        2.8147996    -9999.0000000        1.6122842    -9999.0000000        2.1019513
    3437      30       5    2006    -9999.0000000        2.7984663    -9999.0000000        1.5911078    -9999.0000000        2.0665666
    3438      31       5    2006    -9999.0000000        2.8692743    -9999.0000000        1.7130734    -9999.0000000        2.1874869
    3439       1       6    2006        2.1800000        3.0558037    -9999.0000000        1.7083371    -9999.0000000        2.1490185
    3440       2       6    2006    -9999.0000000        3.0291578    -9999.0000000        1.7189155    -9999.0000000        2.1281851
    3441       3       6    2006    -9999.0000000        3.0205301    -9999.0000000        1.7366462    -9999.0000000        2.1386953
    3442       4       6    2006    -9999.0000000        3.0177387    -9999.0000000        1.7225910    -9999.0000000        2.0996666
    3443       5       6    2006    -9999.0000000        3.0092051    -9999.0000000        1.7031410    -9999.0000000        2.0620192
    3444       6       6    2006    -9999.0000000        3.0564543    -9999.0000000        1.7016242    -9999.0000000        2.0212448
    3445       7       6    2006    -9999.0000000        3.1216577    -9999.0000000        1.6647118    -9999.0000000        1.9741636
    3446       8       6    2006    -9999.0000000        3.1487328    -9999.0000000        1.6217188    -9999.0000000        1.9212409
    3447       9       6    2006    -9999.0000000        3.1707504    -9999.0000000        1.5698755    -9999.0000000        1.8634506
    3448      10       6    2006    -9999.0000000        3.1843547    -9999.0000000        1.5085359    -9999.0000000        1.8012229
    3449      11       6    2006    -9999.0000000        3.1892354    -9999.0000000        1.4415282    -9999.0000000        1.7357996
    3450      12       6    2006    -9999.0000000        3.1798791    -9999.0000000        1.3612936    -9999.0000000        1.6653886
    3451      13       6    2006    -9999.0000000        3.1606512    -9999.0000000        1.2677191    -9999.0000000        1.5902239
    3452      14       6    2006    -9999.0000000        3.1278163    -9999.0000000        1.1623152    -9999.0000000        1.5109543
    3453      15       6    2006    -9999.0000000        3.1294910    -9999.0000000        1.1411806    -9999.0000000        1.5390847
    3454      16       6    2006    -9999.0000000        3.2044027    -9999.0000000        1.0813379    -9999.0000000        1.5219614
    3455      17       6    2006    -9999.0000000        3.0976942    -9999.0000000        1.0249188    -9999.0000000        1.4619669
    3456      18       6    2006    -9999.0000000        3.0023515    -9999.0000000        0.9551433    -9999.0000000        1.4015707
    3457      19       6    2006    -9999.0000000        2.9116879    -9999.0000000        0.8824704    -9999.0000000        1.3821512
    3458      20       6    2006    -9999.0000000        2.8368261    -9999.0000000        0.7899221    -9999.0000000        1.3086555
    3459      21       6    2006    -9999.0000000        2.7602934    -9999.0000000        0.6874091    -9999.0000000        1.2410882
    3460      22       6    2006    -9999.0000000        2.6913125    -9999.0000000        0.5856522    -9999.0000000        1.1884558
    3461      23       6    2006    -9999.0000000        2.6365032    -9999.0000000        0.5193916    -9999.0000000        1.1478387
    3462      24       6    2006    -9999.0000000        2.5996884    -9999.0000000        0.4907877    -9999.0000000        1.1083278
    3463      25       6    2006    -9999.0000000        2.6010496    -9999.0000000        0.4834832    -9999.0000000        1.0724786
    3464      26       6    2006    -9999.0000000        2.6329400    -9999.0000000        0.4679348    -9999.0000000        1.0360108
    3465      27       6    2006    -9999.0000000        2.6323207    -9999.0000000        0.4570094    -9999.0000000        1.0146031
    3466      28       6    2006        4.1500000        2.6434385    -9999.0000000        0.4442541    -9999.0000000        0.9804106
    3467      29       6    2006    -9999.0000000        2.6535724    -9999.0000000        0.4345447    -9999.0000000        0.9532914
    3468      30       6    2006    -9999.0000000        2.6657879    -9999.0000000        0.4260516    -9999.0000000        0.9253412
    3469       1       7    2006    -9999.0000000        2.6785417    -9999.0000000        0.4180372    -9999.0000000        0.8978461
    3470       2       7    2006    -9999.0000000        2.6906708    -9999.0000000        0.4096903    -9999.0000000        0.8709493
    3471       3       7    2006    -9999.0000000        2.7049949    -9999.0000000        0.4011597    -9999.0000000        0.8448635
    3472       4       7    2006    -9999.0000000        2.7110948    -9999.0000000        0.3980161    -9999.0000000        0.8194319
    3473       5       7    2006    -9999.0000000        2.7105063    -9999.0000000        0.3884183    -9999.0000000        0.7945084
    3474       6       7    2006    -9999.0000000        2.7029937    -9999.0000000        0.3800121    -9999.0000000        0.7758879
    3475       7       7    2006    -9999.0000000        2.5652412    -9999.0000000        0.3911684    -9999.0000000        0.7746668
    3476       8       7    2006    -9999.0000000        2.8719310    -9999.0000000        0.3961711    -9999.0000000        0.7452920
    3477       9       7    2006    -9999.0000000        2.7175500    -9999.0000000        0.3829594    -9999.0000000        0.7248419
    3478      10       7    2006    -9999.0000000        2.7569110    -9999.0000000        0.3731101    -9999.0000000        0.7059708
    3479      11       7    2006    -9999.0000000        2.7571487    -9999.0000000        0.3821741    -9999.0000000        0.7152284
    3480      12       7    2006    -9999.0000000        2.7573256    -9999.0000000        0.3877122    -9999.0000000        0.7098711
    3481      13       7    2006    -9999.0000000        2.7483787    -9999.0000000        0.3799272    -9999.0000000        0.7043918
    3482      14       7    2006    -9999.0000000        2.7311894    -9999.0000000        0.3708447    -9999.0000000        0.6835040
    3483      15       7    2006    -9999.0000000        2.7234787    -9999.0000000        0.3643949    -9999.0000000        0.6693782
    3484      16       7    2006    -9999.0000000        2.7238768    -9999.0000000        0.3600432    -9999.0000000        0.6535502
    3485      17       7    2006    -9999.0000000        2.7405011    -9999.0000000        0.3558082    -9999.0000000        0.6382612
    3486      18       7    2006    -9999.0000000        2.7540423    -9999.0000000        0.3454102    -9999.0000000        0.6249503
    3487      19       7    2006    -9999.0000000        2.7633102    -9999.0000000        0.3381670    -9999.0000000        0.6124364
    3488      20       7    2006    -9999.0000000        2.7650166    -9999.0000000        0.3304497    -9999.0000000        0.6004644
    3489      21       7    2006    -9999.0000000        2.7650490    -9999.0000000        0.3312779    -9999.0000000        0.5889797
    3490      22       7    2006    -9999.0000000        2.7609014    -9999.0000000        0.3239318    -9999.0000000        0.5782130
    3491      23       7    2006    -9999.0000000        2.7633086    -9999.0000000        0.3299545    -9999.0000000        0.5682570
    3492      24       7    2006        4.8300000        2.7645491        2.4800000        0.3228995        0.5300000        0.5583902
    3493      25       7    2006    -9999.0000000        2.7624742    -9999.0000000        0.3164894    -9999.0000000        0.5491257
    3494      26       7    2006    -9999.0000000        2.7613149    -9999.0000000        0.3060097    -9999.0000000        0.5403385
    3495      27       7    2006    -9999.0000000        2.7567383    -9999.0000000        0.3023438    -9999.0000000        0.5380031
    3496      28       7    2006    -9999.0000000        2.7550203    -9999.0000000        0.3023381    -9999.0000000        0.5277930
    3497      29       7    2006    -9999.0000000        2.7560634    -9999.0000000        0.3013314    -9999.0000000        0.5196366
    3498      30       7    2006    -9999.0000000        2.7506762    -9999.0000000        0.2985047    -9999.0000000        0.5149865
    3499      31       7    2006    -9999.0000000        2.7349652    -9999.0000000        0.2800148    -9999.0000000        0.5065788
    3500       1       8    2006    -9999.0000000        2.7429040    -9999.0000000        0.2830456    -9999.0000000        0.5068403
    3501       2       8    2006    -9999.0000000        2.7594152    -9999.0000000        0.2881895    -9999.0000000        0.5002873
    3502       3       8    2006    -9999.0000000        2.7988705    -9999.0000000        0.2861333    -9999.0000000        0.4909869
    3503       4       8    2006    -9999.0000000        2.8135823    -9999.0000000        0.2870414    -9999.0000000        0.4884322
    3504       5       8    2006    -9999.0000000        2.8328934    -9999.0000000        0.3020693    -9999.0000000        0.4889151
    3505       6       8    2006    -9999.0000000        2.8150372    -9999.0000000        0.3222517    -9999.0000000        0.5039768
    3506       7       8    2006    -9999.0000000        2.8151488    -9999.0000000        0.3355022    -9999.0000000        0.5100832
    3507       8       8    2006    -9999.0000000        2.8023785    -9999.0000000        0.3195352    -9999.0000000        0.4862861
    3508       9       8    2006    -9999.0000000        2.7874555    -9999.0000000        0.3196817    -9999.0000000        0.4936686
    3509      10       8    2006    -9999.0000000        2.7863795    -9999.0000000        0.3458883    -9999.0000000        0.4900291
    3510      11       8    2006    -9999.0000000        2.8926058    -9999.0000000        0.3430900    -9999.0000000        0.4794187
    3511      12       8    2006    -9999.0000000        2.8813468    -9999.0000000        0.3676802    -9999.0000000        0.4854515
    3512      13       8    2006    -9999.0000000        3.0083341    -9999.0000000        0.3667353    -9999.0000000        0.4918703
    3513      14       8    2006    -9999.0000000        2.9790586    -9999.0000000        0.3904691    -9999.0000000        0.4972844
    3514      15       8    2006    -9999.0000000        3.0595452    -9999.0000000        0.3996461    -9999.0000000        0.4868894
    3515      16       8    2006    -9999.0000000        3.0077111    -9999.0000000        0.4459757    -9999.0000000        0.5116021
    3516      17       8    2006    -9999.0000000        3.1651744    -9999.0000000        0.4711391    -9999.0000000        0.4840750
    3517      18       8    2006    -9999.0000000        3.1447399    -9999.0000000        0.5319854    -9999.0000000        0.5011500
    3518      19       8    2006    -9999.0000000        3.1708366    -9999.0000000        0.6021535    -9999.0000000        0.5301398
    3519      20       8    2006    -9999.0000000        3.2544785    -9999.0000000        0.6663482    -9999.0000000        0.5472277
    3520      21       8    2006        4.0300000        3.2752959    -9999.0000000        0.7424337    -9999.0000000        0.6112373
    3521      22       8    2006    -9999.0000000        3.2492661    -9999.0000000        0.8117738    -9999.0000000        0.6176914
    3522      23       8    2006    -9999.0000000        3.4470703    -9999.0000000        0.8667753    -9999.0000000        0.6090441
    3523      24       8    2006    -9999.0000000        3.3806163    -9999.0000000        0.9320199    -9999.0000000        0.6394502
    3524      25       8    2006    -9999.0000000        3.5908675    -9999.0000000        0.9745906    -9999.0000000        0.6253201
    3525      26       8    2006    -9999.0000000        3.4246084    -9999.0000000        1.0415064    -9999.0000000        0.6395732
    3526      27       8    2006    -9999.0000000        3.5563796    -9999.0000000        1.0494008    -9999.0000000        0.6326952
    3527      28       8    2006    -9999.0000000        3.4323314    -9999.0000000        1.0630524    -9999.0000000        0.6725459
    3528      29       8    2006    -9999.0000000        3.3396027    -9999.0000000        1.0810501    -9999.0000000        0.6847001
    3529      30       8    2006    -9999.0000000        3.5173270    -9999.0000000        1.0855953    -9999.0000000        0.6637030
    3530      31       8    2006    -9999.0000000        3.6526647    -9999.0000000        1.0849398    -9999.0000000        0.6353738
    3531       1       9    2006    -9999.0000000        3.7309879    -9999.0000000        1.0766273    -9999.0000000        0.6184571
    3532       2       9    2006    -9999.0000000        3.8109662    -9999.0000000        1.0677861    -9999.0000000        0.6013877
    3533       3       9    2006    -9999.0000000        3.8124104    -9999.0000000        1.0795811    -9999.0000000        0.6551966
    3534       4       9    2006    -9999.0000000        3.9320367    -9999.0000000        1.0686032    -9999.0000000        0.6346805
    3535       5       9    2006    -9999.0000000        3.9115732    -9999.0000000        1.0603145    -9999.0000000        0.6209535
    3536       6       9    2006    -9999.0000000        3.9156012    -9999.0000000        1.0528899    -9999.0000000        0.6049029
    3537       7       9    2006    -9999.0000000        3.9076186    -9999.0000000        1.0463604    -9999.0000000        0.5902437
    3538       8       9    2006    -9999.0000000        3.9083234    -9999.0000000        1.0434850    -9999.0000000        0.5790317
    3539       9       9    2006    -9999.0000000        3.9242999    -9999.0000000        1.0442405    -9999.0000000        0.5696889
    3540      10       9    2006    -9999.0000000        3.9478936    -9999.0000000        1.0507218    -9999.0000000        0.5602863
    3541      11       9    2006    -9999.0000000        3.9720033    -9999.0000000        1.0502853    -9999.0000000        0.5507428
    3542      12       9    2006    -9999.0000000        3.9891176    -9999.0000000        1.0399657    -9999.0000000        0.5411495
    3543      13       9    2006    -9999.0000000        4.0059204    -9999.0000000        1.0358771    -9999.0000000        0.5343417
    3544      14       9    2006    -9999.0000000        4.0261754    -9999.0000000        1.0316061    -9999.0000000        0.5288756
    3545      15       9    2006    -9999.0000000        4.0402632    -9999.0000000        1.0341971    -9999.0000000        0.5238520
    3546      16       9    2006    -9999.0000000        4.0500851    -9999.0000000        1.0294603    -9999.0000000        0.5191113
    3547      17       9    2006    -9999.0000000        4.0590434    -9999.0000000        1.0259633    -9999.0000000        0.5146183
    3548      18       9    2006        6.2700000        4.0688809        1.0800000        1.0239757        0.3400000        0.5103592
    3549      19       9    2006    -9999.0000000        4.0748083    -9999.0000000        1.0199944    -9999.0000000        0.5063230
    3550      20       9    2006    -9999.0000000        4.0880022    -9999.0000000        1.0215804    -9999.0000000        0.5024999
    3551      21       9    2006    -9999.0000000        4.0961549    -9999.0000000        1.0181949    -9999.0000000        0.4988800
    3552      22       9    2006    -9999.0000000        4.1059254    -9999.0000000        1.0202088    -9999.0000000        0.4954534
    3553      23       9    2006    -9999.0000000        4.1150236    -9999.0000000        1.0209420    -9999.0000000        0.4922107
    3554      24       9    2006    -9999.0000000        4.1251826    -9999.0000000        1.0223959    -9999.0000000        0.4891427
    3555      25       9    2006    -9999.0000000        4.1343187    -9999.0000000        1.0235951    -9999.0000000        0.4863798
    3556      26       9    2006    -9999.0000000        4.1526932    -9999.0000000        1.0383135    -9999.0000000        0.4915807
    3557      27       9    2006    -9999.0000000        4.1569484    -9999.0000000        1.0409101    -9999.0000000        0.4891747
    3558      28       9    2006    -9999.0000000        4.1636895    -9999.0000000        1.0340793    -9999.0000000        0.4838257
    3559      29       9    2006    -9999.0000000        4.1655532    -9999.0000000        1.0360930    -9999.0000000        0.4813119
    3560      30       9    2006    -9999.0000000        4.1638282    -9999.0000000        1.0377418    -9999.0000000        0.4800669
    3561       1      10    2006    -9999.0000000        4.1508455    -9999.0000000        1.0418781    -9999.0000000        0.4854767
    3562       2      10    2006    -9999.0000000        4.1564314    -9999.0000000        1.0436900    -9999.0000000        0.4772966
    3563       3      10    2006    -9999.0000000        4.1332836    -9999.0000000        1.0504062    -9999.0000000        0.4854006
    3564       4      10    2006    -9999.0000000        4.0828884    -9999.0000000        1.0620338    -9999.0000000        0.4928351
    3565       5      10    2006    -9999.0000000        3.9361571    -9999.0000000        1.0717567    -9999.0000000        0.5136185
    3566       6      10    2006    -9999.0000000        3.8217714    -9999.0000000        1.0858287    -9999.0000000        0.5320078
    3567       7      10    2006    -9999.0000000        3.6004151    -9999.0000000        1.0974090    -9999.0000000        0.5412403
    3568       8      10    2006    -9999.0000000        3.8453796    -9999.0000000        1.0995954    -9999.0000000        0.4888883
    3569       9      10    2006    -9999.0000000        3.8158427    -9999.0000000        1.0962277    -9999.0000000        0.4862698
    3570      10      10    2006    -9999.0000000        3.9707041    -9999.0000000        1.0884936    -9999.0000000        0.4817734
    3571      11      10    2006    -9999.0000000        4.0963639    -9999.0000000        1.0947856    -9999.0000000        0.4788964
    3572      12      10    2006    -9999.0000000        4.1927405    -9999.0000000        1.1007591    -9999.0000000        0.4764977
    3573      13      10    2006    -9999.0000000        4.2523267    -9999.0000000        1.1076433    -9999.0000000        0.4761355
    3574      14      10    2006    -9999.0000000        4.2700730    -9999.0000000        1.1152375    -9999.0000000        0.4727429
    3575      15      10    2006    -9999.0000000        4.2578036    -9999.0000000        1.1258792    -9999.0000000        0.4702995
    3576      16      10    2006        3.9600000        4.3342312    -9999.0000000        1.1379762    -9999.0000000        0.4683973
    3577      17      10    2006    -9999.0000000        4.3553573    -9999.0000000        1.1505509    -9999.0000000        0.4666130
    3578      18      10    2006    -9999.0000000        4.3713176    -9999.0000000        1.1598234    -9999.0000000        0.4649237
    3579      19      10    2006    -9999.0000000        4.3921825    -9999.0000000        1.1664972    -9999.0000000        0.4633221
    3580      20      10    2006    -9999.0000000        4.3835274    -9999.0000000        1.1672202    -9999.0000000        0.4656003
    3581      21      10    2006    -9999.0000000        4.3990177    -9999.0000000        1.1720000    -9999.0000000        0.4690653
    3582      22      10    2006    -9999.0000000        4.3550642    -9999.0000000        1.1753012    -9999.0000000        0.4758743
    3583      23      10    2006    -9999.0000000        4.2921205    -9999.0000000        1.1804538    -9999.0000000        0.4922231
    3584      24      10    2006    -9999.0000000        4.2148944    -9999.0000000        1.1953754    -9999.0000000        0.5523750
    3585      25      10    2006    -9999.0000000        4.2862751    -9999.0000000        1.1989862    -9999.0000000        0.4861174
    3586      26      10    2006    -9999.0000000        4.2090503    -9999.0000000        1.1895107    -9999.0000000        0.4785909
    3587      27      10    2006    -9999.0000000        4.1819350    -9999.0000000        1.1830343    -9999.0000000        0.4739558
    3588      28      10    2006    -9999.0000000        4.0421700    -9999.0000000        1.1957624    -9999.0000000        0.5621160
    3589      29      10    2006    -9999.0000000        3.8793297    -9999.0000000        1.1941128    -9999.0000000        0.5837046
    3590      30      10    2006    -9999.0000000        4.0369389    -9999.0000000        1.2118830    -9999.0000000        0.5291493
    3591      31      10    2006    -9999.0000000        3.6851359    -9999.0000000        1.2057249    -9999.0000000        0.5830446
    3592       1      11    2006    -9999.0000000        3.6598611    -9999.0000000        1.2195896    -9999.0000000        0.6143741
    3593       2      11    2006    -9999.0000000        3.7459947    -9999.0000000        1.2342732    -9999.0000000        0.5604764
    3594       3      11    2006    -9999.0000000        3.6528693    -9999.0000000        1.2359252    -9999.0000000        0.5545544
    3595       4      11    2006    -9999.0000000        3.5607923    -9999.0000000        1.2482326    -9999.0000000        0.6228387
    3596       5      11    2006    -9999.0000000        3.6367560    -9999.0000000        1.2657929    -9999.0000000        0.6385878
    3597       6      11    2006    -9999.0000000        3.9323827    -9999.0000000        1.2815470    -9999.0000000        0.5878677
    3598       7      11    2006    -9999.0000000        3.8248582    -9999.0000000        1.2732623    -9999.0000000        0.5739185
    3599       8      11    2006    -9999.0000000        3.3615799    -9999.0000000        1.2644806    -9999.0000000        0.6703144
    3600       9      11    2006    -9999.0000000        3.2930340    -9999.0000000        1.2783440    -9999.0000000        0.6888537
    3601      10      11    2006    -9999.0000000        3.6302541    -9999.0000000        1.2948459    -9999.0000000        0.6435499
    3602      11      11    2006    -9999.0000000        3.2059347    -9999.0000000        1.2779960    -9999.0000000        0.7765900
    3603      12      11    2006    -9999.0000000        2.8790765    -9999.0000000        1.2931360    -9999.0000000        0.7881568
    3604      13      11    2006        3.2800000        2.7773926    -9999.0000000        1.2948062        0.7800000        0.8527634
    3605      14      11    2006    -9999.0000000        3.1269770    -9999.0000000        1.3256427    -9999.0000000        0.8558263
    3606      15      11    2006    -9999.0000000        3.3431191    -9999.0000000        1.3111114    -9999.0000000        0.8235637
    3607      16      11    2006    -9999.0000000        3.4971322    -9999.0000000        1.2985598    -9999.0000000        0.8027004
    3608      17      11    2006    -9999.0000000        3.3941365    -9999.0000000        1.3003325    -9999.0000000        0.8588118
    3609      18      11    2006    -9999.0000000        3.3930526    -9999.0000000        1.3079571    -9999.0000000        0.8450990
    3610      19      11    2006    -9999.0000000        3.2083721    -9999.0000000        1.3045508    -9999.0000000        0.8966123
    3611      20      11    2006    -9999.0000000        3.2988798    -9999.0000000        1.3296251    -9999.0000000        0.9256384
    3612      21      11    2006    -9999.0000000        3.3747928    -9999.0000000        1.3455264    -9999.0000000        0.9327430
    3613      22      11    2006    -9999.0000000        3.5437429    -9999.0000000        1.3497624    -9999.0000000        0.9007947
    3614      23      11    2006    -9999.0000000        3.1374209    -9999.0000000        1.3552537    -9999.0000000        1.1123705
    3615      24      11    2006    -9999.0000000        3.3778008    -9999.0000000        1.3938361    -9999.0000000        1.1047664
    3616      25      11    2006    -9999.0000000        3.3408499    -9999.0000000        1.3878813    -9999.0000000        1.0890637
    3617      26      11    2006    -9999.0000000        3.2838116    -9999.0000000        1.3836853    -9999.0000000        1.0697145
    3618      27      11    2006    -9999.0000000        3.2465463    -9999.0000000        1.3804760    -9999.0000000        1.0448730
    3619      28      11    2006    -9999.0000000        3.2617516    -9999.0000000        1.3782281    -9999.0000000        1.0198123
    3620      29      11    2006    -9999.0000000        3.3063533    -9999.0000000        1.3796616    -9999.0000000        0.9996661
    3621      30      11    2006    -9999.0000000        3.4001631    -9999.0000000        1.3826364    -9999.0000000        0.9741469
    3622       1      12    2006    -9999.0000000        3.5029112    -9999.0000000        1.3856222    -9999.0000000        0.9498730
    3623       2      12    2006    -9999.0000000        3.5713255    -9999.0000000        1.3888010    -9999.0000000        0.9249157
    3624       3      12    2006    -9999.0000000        3.5850109    -9999.0000000        1.4052322    -9999.0000000        0.9796456
    3625       4      12    2006    -9999.0000000        3.5087666    -9999.0000000        1.4263395    -9999.0000000        1.1951675
    3626       5      12    2006    -9999.0000000        3.1158694    -9999.0000000        1.4449148    -9999.0000000        1.2707676
    3627       6      12    2006    -9999.0000000        3.2575688    -9999.0000000        1.4969268    -9999.0000000        1.2626689
    3628       7      12    2006    -9999.0000000        3.1862383    -9999.0000000        1.5039600    -9999.0000000        1.2760110
    3629       8      12    2006    -9999.0000000        3.1562069    -9999.0000000        1.5032904    -9999.0000000        1.2558620
    3630       9      12    2006    -9999.0000000        3.1093023    -9999.0000000        1.5054751    -9999.0000000        1.2352136
    3631      10      12    2006    -9999.0000000        3.1374525    -9999.0000000        1.5132000    -9999.0000000        1.2072043
    3632      11      12    2006    -9999.0000000        2.7530417    -9999.0000000        1.4854498    -9999.0000000        1.2773822
    3633      12      12    2006        3.8200000        2.7448647    -9999.0000000        1.5202163    -9999.0000000        1.3016656
    3634      13      12    2006    -9999.0000000        2.8710701    -9999.0000000        1.5550823    -9999.0000000        1.3075199
    3635      14      12    2006    -9999.0000000        3.0597882    -9999.0000000        1.5361990    -9999.0000000        1.2880543
    3636      15      12    2006    -9999.0000000        3.1693960    -9999.0000000        1.5338107    -9999.0000000        1.2655850
    3637      16      12    2006    -9999.0000000        3.0616498    -9999.0000000        1.5118981    -9999.0000000        1.2527398
    3638      17      12    2006    -9999.0000000        3.1515201    -9999.0000000        1.5158813    -9999.0000000        1.2754952
    3639      18      12    2006    -9999.0000000        3.2665168    -9999.0000000        1.5414764    -9999.0000000        1.2548040
    3640      19      12    2006    -9999.0000000        3.2932800    -9999.0000000        1.5497995    -9999.0000000        1.2348226
    3641      20      12    2006    -9999.0000000        3.0854672    -9999.0000000        1.5215927    -9999.0000000        1.2633272
    3642      21      12    2006    -9999.0000000        3.3472670    -9999.0000000        1.5640422    -9999.0000000        1.2341745
    3643      22      12    2006    -9999.0000000        3.3556402    -9999.0000000        1.5672805    -9999.0000000        1.2119241
    3644      23      12    2006    -9999.0000000        3.4828946    -9999.0000000        1.5656850    -9999.0000000        1.1811719
    3645      24      12    2006    -9999.0000000        3.2239500    -9999.0000000        1.5148886    -9999.0000000        1.1532032
    3646      25      12    2006    -9999.0000000        3.2786550    -9999.0000000        1.5362440    -9999.0000000        1.1623773
    3647      26      12    2006    -9999.0000000        3.5257607    -9999.0000000        1.5713951    -9999.0000000        1.1365460
    3648      27      12    2006    -9999.0000000        3.6452438    -9999.0000000        1.5822196    -9999.0000000        1.1157239
    3649      28      12    2006    -9999.0000000        3.0774714    -9999.0000000        1.5204478    -9999.0000000        1.0895699
    3650      29      12    2006    -9999.0000000        3.4292042    -9999.0000000        1.6731333    -9999.0000000        1.1627451
    3651      30      12    2006    -9999.0000000        3.3226472    -9999.0000000        1.6617839    -9999.0000000        1.4230408
    3652      31      12    2006    -9999.0000000        3.4245599    -9999.0000000        1.7132450    -9999.0000000        1.5797086
    3653       1       1    2007    -9999.0000000        2.8132380    -9999.0000000        1.6025482    -9999.0000000        1.6227642
    3654       2       1    2007    -9999.0000000        2.6417708    -9999.0000000        1.5693520    -9999.0000000        1.6373310
    3655       3       1    2007    -9999.0000000        2.3773102    -9999.0000000        1.5544875    -9999.0000000        1.6837068
    3656       4       1    2007    -9999.0000000        2.3490149    -9999.0000000        1.6320501    -9999.0000000        1.8953376
    3657       5       1    2007    -9999.0000000        2.2537903    -9999.0000000        1.7285402    -9999.0000000        1.9589071
    3658       6       1    2007    -9999.0000000        2.1721832    -9999.0000000        1.9038126    -9999.0000000        2.3296107
    3659       7       1    2007    -9999.0000000        2.3176117    -9999.0000000        2.0261843    -9999.0000000        2.2143078
    3660       8       1    2007    -9999.0000000        2.3764946    -9999.0000000        2.1088331    -9999.0000000        2.3241067
    3661       9       1    2007    -9999.0000000        2.4767120    -9999.0000000        2.1251875    -9999.0000000        2.1676424
    3662      10       1    2007    -9999.0000000        2.4140625    -9999.0000000        2.0981118    -9999.0000000        2.2300704
    3663      11       1    2007    -9999.0000000        2.4457758    -9999.0000000        2.4247118    -9999.0000000        3.1941632
    3664      12       1    2007    -9999.0000000        2.6491977    -9999.0000000        2.6591308    -9999.0000000        2.9014974
    3665      13       1    2007    -9999.0000000        2.7146518    -9999.0000000        2.6934924    -9999.0000000        2.7634759
    3666      14       1    2007    -9999.0000000        2.8451241    -9999.0000000        2.6424046    -9999.0000000        2.5027702
    3667      15       1    2007    -9999.0000000        2.8415503    -9999.0000000        2.5182979    -9999.0000000        2.3515724
    3668      16       1    2007    -9999.0000000        2.7542394    -9999.0000000        2.3698304    -9999.0000000        2.2848248
    3669      17       1    2007    -9999.0000000        2.6838685    -9999.0000000        2.3009271    -9999.0000000        2.5297664
    3670      18       1    2007    -9999.0000000        2.7897468    -9999.0000000        3.1980913    -9999.0000000        3.8608411
    3671      19       1    2007    -9999.0000000        3.1907791    -9999.0000000        3.4500098    -9999.0000000        3.4685001
    3672      20       1    2007    -9999.0000000        3.3755658    -9999.0000000        3.4513637    -9999.0000000        3.4097354
    3673      21       1    2007    -9999.0000000        3.4776234    -9999.0000000        3.4068229    -9999.0000000        3.4718459
    3674      22       1    2007        5.1400000        3.5043754        5.1400000        3.3253915        5.2300000        3.2751530
    3675      23       1    2007    -9999.0000000        3.4887489    -9999.0000000        3.2028940    -9999.0000000        3.1155217
    3676      24       1    2007    -9999.0000000        3.4413836    -9999.0000000        3.0482743    -9999.0000000        2.9209112
    3677      25       1    2007    -9999.0000000        3.3752829    -9999.0000000        2.8846764    -9999.0000000        2.7977177
    3678      26       1    2007    -9999.0000000        3.3019817    -9999.0000000        2.7487214    -9999.0000000        2.7653122
    3679      27       1    2007    -9999.0000000        3.2136850    -9999.0000000        2.6391016    -9999.0000000        2.7519736
    3680      28       1    2007    -9999.0000000        3.1294152    -9999.0000000        2.6450881    -9999.0000000        3.0977519
    3681      29       1    2007    -9999.0000000        3.1043545    -9999.0000000        2.6586618    -9999.0000000        2.8299862
    3682      30       1    2007    -9999.0000000        3.1310936    -9999.0000000        2.6723667    -9999.0000000        2.7555614
    3683      31       1    2007    -9999.0000000        3.0990514    -9999.0000000        2.6467261    -9999.0000000        2.7658196
    3684       1       2    2007    -9999.0000000        3.0379573    -9999.0000000        2.5943715    -9999.0000000        2.7818590
    3685       2       2    2007    -9999.0000000        2.9923189    -9999.0000000        2.5685074    -9999.0000000        2.7782034
    3686       3       2    2007    -9999.0000000        3.0139668    -9999.0000000        2.5567304    -9999.0000000        2.7889918
    3687       4       2    2007    -9999.0000000        3.0635997    -9999.0000000        2.5651576    -9999.0000000        2.7790340
    3688       5       2    2007    -9999.0000000        3.0437398    -9999.0000000        2.5417720    -9999.0000000        2.7758859
    3689       6       2    2007    -9999.0000000        3.0701592    -9999.0000000        2.5140460    -9999.0000000        2.7594839
    3690       7       2    2007    -9999.0000000        3.1130148    -9999.0000000        2.5274763    -9999.0000000        2.7314862
    3691       8       2    2007    -9999.0000000        3.1511348    -9999.0000000        2.5011741    -9999.0000000        2.6973403
    3692       9       2    2007    -9999.0000000        3.0679608    -9999.0000000        2.4722529    -9999.0000000        2.8625001
    3693      10       2    2007    -9999.0000000        3.3233309    -9999.0000000        2.5367822    -9999.0000000        2.7866105
    3694      11       2    2007    -9999.0000000        3.2256231    -9999.0000000        2.5181547    -9999.0000000        2.8992886
