      No     Day     Mon    Year  INConcob0000001  INConcsi0000001  INConcob0000002  INConcsi0000002  INConcob0000003  INConcsi0000003
     960      18       8    1999    -9999.0000000        4.5423388    -9999.0000000        0.6070063    -9999.0000000        0.4331488
     961      19       8    1999    -9999.0000000        4.7220480    -9999.0000000        0.6339439    -9999.0000000        0.4056732
     962      20       8    1999    -9999.0000000        4.7227630    -9999.0000000        0.6793456    -9999.0000000        0.4185179
     963      21       8    1999    -9999.0000000        4.8795420    -9999.0000000        0.7319603    -9999.0000000        0.4117897
     964      22       8    1999    -9999.0000000        4.9929347    -9999.0000000        0.7930522    -9999.0000000        0.4137514
     965      23       8    1999    -9999.0000000        5.1173892    -9999.0000000        0.8637140    -9999.0000000        0.4158424
     966      24       8    1999        5.2000000        5.2438221        0.9700000        0.9392507        0.5400000        0.4264488
     967      25       8    1999    -9999.0000000        5.3637010    -9999.0000000        1.0047451    -9999.0000000        0.4339362
     968      26       8    1999    -9999.0000000        5.4733357    -9999.0000000        1.0626387    -9999.0000000        0.4438671
     969      27       8    1999    -9999.0000000        5.5761723    -9999.0000000        1.1081139    -9999.0000000        0.4449421
     970      28       8    1999    -9999.0000000        5.6666969    -9999.0000000        1.1511341    -9999.0000000        0.4486446
     971      29       8    1999    -9999.0000000        5.7503979    -9999.0000000        1.1917406    -9999.0000000        0.4482895
     972      30       8    1999    -9999.0000000        5.8180290    -9999.0000000        1.2245406    -9999.0000000        0.4504194
     973      31       8    1999    -9999.0000000        5.8646034    -9999.0000000        1.2526272    -9999.0000000        0.4529184
     974       1       9    1999    -9999.0000000        5.9577414    -9999.0000000        1.2805539    -9999.0000000        0.4428751
     975       2       9    1999    -9999.0000000        6.0220698    -9999.0000000        1.3104460    -9999.0000000        0.4410022
     976       3       9    1999    -9999.0000000        6.0889011    -9999.0000000        1.3367274    -9999.0000000        0.4389505
     977       4       9    1999    -9999.0000000        6.1497557    -9999.0000000        1.3540559    -9999.0000000        0.4372030
     978       5       9    1999    -9999.0000000        6.2054081    -9999.0000000        1.3641160    -9999.0000000        0.4355931
     979       6       9    1999    -9999.0000000        6.2071629    -9999.0000000        1.3702518    -9999.0000000        0.4359450
     980       7       9    1999    -9999.0000000        6.2715988    -9999.0000000        1.3707808    -9999.0000000        0.4388384
     981       8       9    1999    -9999.0000000        6.3002880    -9999.0000000        1.3699535    -9999.0000000        0.4326859
     982       9       9    1999        8.5500000        6.3289434    -9999.0000000        1.3623626    -9999.0000000        0.4314484
     983      10       9    1999    -9999.0000000        6.3518508    -9999.0000000        1.3495893    -9999.0000000        0.4300222
     984      11       9    1999    -9999.0000000        6.3642758    -9999.0000000        1.3293482    -9999.0000000        0.4287744
     985      12       9    1999    -9999.0000000        6.3694372    -9999.0000000        1.3044176    -9999.0000000        0.4276194
     986      13       9    1999    -9999.0000000        6.3673067    -9999.0000000        1.2730723    -9999.0000000        0.4199049
     987      14       9    1999    -9999.0000000        6.3573448    -9999.0000000        1.2291968    -9999.0000000        0.4042480
     988      15       9    1999    -9999.0000000        6.3417513    -9999.0000000        1.1786857    -9999.0000000        0.3869117
     989      16       9    1999    -9999.0000000        6.3320883    -9999.0000000        1.1474078    -9999.0000000        0.3800272
     990      17       9    1999    -9999.0000000        6.3295136    -9999.0000000        1.1318218    -9999.0000000        0.3777321
     991      18       9    1999    -9999.0000000        6.3368581    -9999.0000000        1.1317061    -9999.0000000        0.3767162
     992      19       9    1999    -9999.0000000        6.3485890    -9999.0000000        1.1329739    -9999.0000000        0.3757120
     993      20       9    1999    -9999.0000000        6.3591071    -9999.0000000        1.1297133    -9999.0000000        0.3772719
     994      21       9    1999    -9999.0000000        6.3756302    -9999.0000000        1.1292989    -9999.0000000        0.3750502
     995      22       9    1999        6.7400000        6.3732044        0.6700000        1.1323197        0.2200000        0.3773857
     996      23       9    1999    -9999.0000000        6.3463929    -9999.0000000        1.1340807    -9999.0000000        0.3792592
     997      24       9    1999    -9999.0000000        6.3677338    -9999.0000000        1.1364291    -9999.0000000        0.3793313
     998      25       9    1999    -9999.0000000        6.3490506    -9999.0000000        1.1425742    -9999.0000000        0.3737471
     999      26       9    1999    -9999.0000000        6.2831417    -9999.0000000        1.1591975    -9999.0000000        0.3913209
    1000      27       9    1999    -9999.0000000        6.3383084    -9999.0000000        1.1836933    -9999.0000000        0.3816465
    1001      28       9    1999    -9999.0000000        6.3407856    -9999.0000000        1.2157291    -9999.0000000        0.3946004
    1002      29       9    1999    -9999.0000000        6.2756239    -9999.0000000        1.2441009    -9999.0000000        0.4487977
    1003      30       9    1999    -9999.0000000        5.9646121    -9999.0000000        1.2572822    -9999.0000000        0.4853263
    1004       1      10    1999    -9999.0000000        5.6316663    -9999.0000000        1.2596500    -9999.0000000        0.5029888
    1005       2      10    1999    -9999.0000000        5.0991758    -9999.0000000        1.2847127    -9999.0000000        0.5217259
    1006       3      10    1999    -9999.0000000        5.1656406    -9999.0000000        1.3401838    -9999.0000000        0.4914818
    1007       4      10    1999    -9999.0000000        5.2690682    -9999.0000000        1.3877121    -9999.0000000        0.5006366
    1008       5      10    1999    -9999.0000000        5.4015680    -9999.0000000        1.4390664    -9999.0000000        0.5164342
    1009       6      10    1999    -9999.0000000        5.3491320    -9999.0000000        1.4570758    -9999.0000000        0.5681027
    1010       7      10    1999        3.7100000        5.2129008    -9999.0000000        1.4753542    -9999.0000000        0.5602094
    1011       8      10    1999    -9999.0000000        5.3090149    -9999.0000000        1.4974958    -9999.0000000        0.5625382
    1012       9      10    1999    -9999.0000000        4.9341617    -9999.0000000        1.4643226    -9999.0000000        0.5931651
    1013      10      10    1999    -9999.0000000        5.1076700    -9999.0000000        1.4973711    -9999.0000000        0.5653609
    1014      11      10    1999    -9999.0000000        5.0932529    -9999.0000000        1.4794365    -9999.0000000        0.5934114
    1015      12      10    1999    -9999.0000000        5.3942394    -9999.0000000        1.5159116    -9999.0000000        0.5589257
    1016      13      10    1999    -9999.0000000        5.5250691    -9999.0000000        1.5309287    -9999.0000000        0.5495075
    1017      14      10    1999    -9999.0000000        5.6265297    -9999.0000000        1.5435060    -9999.0000000        0.5875373
    1018      15      10    1999    -9999.0000000        5.8359974    -9999.0000000        1.5663820    -9999.0000000        0.5623285
    1019      16      10    1999    -9999.0000000        5.9446921    -9999.0000000        1.5862786    -9999.0000000        0.5549478
    1020      17      10    1999    -9999.0000000        6.0608899    -9999.0000000        1.6124890    -9999.0000000        0.5473440
    1021      18      10    1999    -9999.0000000        6.1773363    -9999.0000000        1.6405671    -9999.0000000        0.5407951
    1022      19      10    1999    -9999.0000000        6.2950420    -9999.0000000        1.6697576    -9999.0000000        0.5349655
    1023      20      10    1999        5.4300000        6.4202556    -9999.0000000        1.6991915    -9999.0000000        0.5296920
    1024      21      10    1999    -9999.0000000        6.5422672    -9999.0000000        1.7268312    -9999.0000000        0.5242494
    1025      22      10    1999    -9999.0000000        6.6544840    -9999.0000000        1.7509318    -9999.0000000        0.5179387
    1026      23      10    1999    -9999.0000000        6.7314143    -9999.0000000        1.7702448    -9999.0000000        0.5194984
    1027      24      10    1999    -9999.0000000        6.7901632    -9999.0000000        1.7888282    -9999.0000000        0.5163553
    1028      25      10    1999    -9999.0000000        6.8874767    -9999.0000000        1.8026653    -9999.0000000        0.5043144
    1029      26      10    1999    -9999.0000000        6.9419497    -9999.0000000        1.8109320    -9999.0000000        0.5274862
    1030      27      10    1999    -9999.0000000        7.0347504    -9999.0000000        1.8139872    -9999.0000000        0.5102525
    1031      28      10    1999    -9999.0000000        6.9196111    -9999.0000000        1.8110345    -9999.0000000        0.5052448
    1032      29      10    1999    -9999.0000000        6.9736405    -9999.0000000        1.8172373    -9999.0000000        0.5150867
    1033      30      10    1999    -9999.0000000        6.7370185    -9999.0000000        1.7999380    -9999.0000000        0.5730558
    1034      31      10    1999    -9999.0000000        6.7464177    -9999.0000000        1.8042401    -9999.0000000        0.5414087
    1035       1      11    1999    -9999.0000000        6.5200322    -9999.0000000        1.7929725    -9999.0000000        0.5592439
    1036       2      11    1999    -9999.0000000        6.1883108    -9999.0000000        1.7417656    -9999.0000000        0.6443225
    1037       3      11    1999    -9999.0000000        6.3452631    -9999.0000000        1.7100462    -9999.0000000        0.6017838
    1038       4      11    1999        4.1500000        6.2612069    -9999.0000000        1.7374866    -9999.0000000        0.5921748
    1039       5      11    1999    -9999.0000000        6.3124256    -9999.0000000        1.7440581    -9999.0000000        0.5815894
    1040       6      11    1999    -9999.0000000        6.3934741    -9999.0000000        1.7578111    -9999.0000000        0.5711016
    1041       7      11    1999    -9999.0000000        6.1747654    -9999.0000000        1.7456915    -9999.0000000        0.6246552
    1042       8      11    1999    -9999.0000000        5.0142521    -9999.0000000        1.6444881    -9999.0000000        0.7093843
    1043       9      11    1999    -9999.0000000        4.2387177    -9999.0000000        1.6019721    -9999.0000000        0.7981788
    1044      10      11    1999    -9999.0000000        3.8634415    -9999.0000000        1.5643677    -9999.0000000        1.0648139
    1045      11      11    1999    -9999.0000000        4.1506104    -9999.0000000        1.5307568    -9999.0000000        1.0411187
    1046      12      11    1999    -9999.0000000        4.1546547    -9999.0000000        1.5252488    -9999.0000000        1.0341332
    1047      13      11    1999    -9999.0000000        3.8835872    -9999.0000000        1.5198365    -9999.0000000        1.0276361
    1048      14      11    1999    -9999.0000000        3.7406183    -9999.0000000        1.5276875    -9999.0000000        1.0512402
    1049      15      11    1999    -9999.0000000        3.8133027    -9999.0000000        1.5671291    -9999.0000000        1.0298917
    1050      16      11    1999    -9999.0000000        3.8842011    -9999.0000000        1.5919156    -9999.0000000        1.0126034
    1051      17      11    1999        4.3500000        4.0102648        1.3800000        1.6158958        0.6000000        0.9907295
    1052      18      11    1999    -9999.0000000        3.9426745    -9999.0000000        1.6264542    -9999.0000000        0.9707321
    1053      19      11    1999    -9999.0000000        4.2881025    -9999.0000000        1.6814972    -9999.0000000        0.9525179
    1054      20      11    1999    -9999.0000000        4.4926461    -9999.0000000        1.7114844    -9999.0000000        0.9357116
    1055      21      11    1999    -9999.0000000        4.7895375    -9999.0000000        1.7470948    -9999.0000000        0.9200240
    1056      22      11    1999    -9999.0000000        5.0397119    -9999.0000000        1.7848556    -9999.0000000        0.9041661
    1057      23      11    1999    -9999.0000000        4.8237262    -9999.0000000        1.7538189    -9999.0000000        0.9792930
    1058      24      11    1999    -9999.0000000        4.2599686    -9999.0000000        1.7819032    -9999.0000000        1.1193791
    1059      25      11    1999    -9999.0000000        4.3532799    -9999.0000000        1.7930046    -9999.0000000        1.4149372
    1060      26      11    1999    -9999.0000000        4.5036009    -9999.0000000        1.8281011    -9999.0000000        1.5389305
    1061      27      11    1999    -9999.0000000        4.3093125    -9999.0000000        1.8265514    -9999.0000000        1.4998920
    1062      28      11    1999    -9999.0000000        4.0514620    -9999.0000000        1.8079618    -9999.0000000        1.4326753
    1063      29      11    1999    -9999.0000000        3.8007173    -9999.0000000        1.7866619    -9999.0000000        1.3984716
    1064      30      11    1999    -9999.0000000        3.6255653    -9999.0000000        1.7809922    -9999.0000000        1.3956617
    1065       1      12    1999    -9999.0000000        3.5293043    -9999.0000000        1.7981677    -9999.0000000        1.5754304
    1066       2      12    1999        2.7200000        3.4795894        1.3600000        1.8602686        1.1000000        1.7829831
    1067       3      12    1999    -9999.0000000        3.3906468    -9999.0000000        1.9562071    -9999.0000000        1.9757244
    1068       4      12    1999    -9999.0000000        3.3848140    -9999.0000000        2.0154816    -9999.0000000        1.8513313
    1069       5      12    1999    -9999.0000000        3.2603287    -9999.0000000        1.9964827    -9999.0000000        1.7631604
    1070       6      12    1999    -9999.0000000        3.2799548    -9999.0000000        2.1229998    -9999.0000000        2.3160247
    1071       7      12    1999    -9999.0000000        3.2422344    -9999.0000000        2.3929235    -9999.0000000        2.9356111
    1072       8      12    1999    -9999.0000000        3.4320543    -9999.0000000        2.5325360    -9999.0000000        2.5001301
    1073       9      12    1999    -9999.0000000        3.4756381    -9999.0000000        2.4983058    -9999.0000000        2.2700990
    1074      10      12    1999    -9999.0000000        3.4920618    -9999.0000000        2.4243809    -9999.0000000        2.0789484
    1075      11      12    1999    -9999.0000000        3.5763292    -9999.0000000        2.9609198    -9999.0000000        4.1002100
    1076      12      12    1999    -9999.0000000        3.7580582    -9999.0000000        3.9672772    -9999.0000000        4.9523709
    1077      13      12    1999    -9999.0000000        4.1862044    -9999.0000000        4.4120461    -9999.0000000        4.8189036
    1078      14      12    1999        3.8800000        4.4315932    -9999.0000000        4.4635314    -9999.0000000        4.4953098
    1079      15      12    1999    -9999.0000000        4.6011520    -9999.0000000        4.3210322    -9999.0000000        3.9901520
    1080      16      12    1999    -9999.0000000        4.5866213    -9999.0000000        3.9901760    -9999.0000000        3.3316472
    1081      17      12    1999    -9999.0000000        4.4543907    -9999.0000000        3.5034997    -9999.0000000        2.7766994
    1082      18      12    1999    -9999.0000000        4.3320325    -9999.0000000        3.1258275    -9999.0000000        2.6208940
    1083      19      12    1999    -9999.0000000        4.1695245    -9999.0000000        2.8488792    -9999.0000000        2.5547973
    1084      20      12    1999    -9999.0000000        3.9932618    -9999.0000000        2.6806735    -9999.0000000        2.5164088
    1085      21      12    1999    -9999.0000000        3.9026121    -9999.0000000        2.5881956    -9999.0000000        2.4855274
    1086      22      12    1999    -9999.0000000        3.8400151    -9999.0000000        2.5395940    -9999.0000000        2.4549605
    1087      23      12    1999    -9999.0000000        3.8314612    -9999.0000000        2.5141114    -9999.0000000        2.4214910
    1088      24      12    1999    -9999.0000000        3.6656802    -9999.0000000        2.5287814    -9999.0000000        2.8212783
    1089      25      12    1999    -9999.0000000        3.7611688    -9999.0000000        3.2502669    -9999.0000000        4.4342489
    1090      26      12    1999    -9999.0000000        3.8905210    -9999.0000000        3.7805715    -9999.0000000        4.4664788
    1091      27      12    1999        3.9600000        4.1595004    -9999.0000000        3.9469862    -9999.0000000        4.1942194
    1092      28      12    1999    -9999.0000000        4.2541776    -9999.0000000        3.9372863    -9999.0000000        3.9767892
    1093      29      12    1999    -9999.0000000        4.2455450    -9999.0000000        3.7660557    -9999.0000000        3.6434311
    1094      30      12    1999    -9999.0000000        4.2296573    -9999.0000000        3.5203644    -9999.0000000        3.2365071
    1095      31      12    1999    -9999.0000000        4.1894794    -9999.0000000        3.2726935    -9999.0000000        3.0635848
    1096       1       1    2000    -9999.0000000        4.1009630    -9999.0000000        3.1272704    -9999.0000000        3.3113654
    1097       2       1    2000    -9999.0000000        4.1116129    -9999.0000000        3.0649597    -9999.0000000        3.1056205
    1098       3       1    2000    -9999.0000000        4.0751247    -9999.0000000        3.0115716    -9999.0000000        3.0377512
    1099       4       1    2000    -9999.0000000        3.9639332    -9999.0000000        2.9874743    -9999.0000000        3.1663163
    1100       5       1    2000    -9999.0000000        4.0621921    -9999.0000000        2.9978938    -9999.0000000        3.0420169
    1101       6       1    2000    -9999.0000000        4.0425869    -9999.0000000        2.9927166    -9999.0000000        3.0334943
    1102       7       1    2000    -9999.0000000        4.0345522    -9999.0000000        2.9797830    -9999.0000000        3.0063369
    1103       8       1    2000    -9999.0000000        3.9962322    -9999.0000000        2.9528203    -9999.0000000        2.9849569
    1104       9       1    2000    -9999.0000000        4.0582352    -9999.0000000        2.9495391    -9999.0000000        2.9627157
    1105      10       1    2000    -9999.0000000        4.1122448    -9999.0000000        2.9349558    -9999.0000000        2.9276707
    1106      11       1    2000    -9999.0000000        4.1956074    -9999.0000000        2.9174086    -9999.0000000        2.8842847
    1107      12       1    2000    -9999.0000000        4.2838630    -9999.0000000        2.8972784    -9999.0000000        2.8361723
    1108      13       1    2000        3.6100000        4.3751028    -9999.0000000        2.8753390    -9999.0000000        2.7842994
    1109      14       1    2000    -9999.0000000        4.4676975    -9999.0000000        2.8513600    -9999.0000000        2.7277690
    1110      15       1    2000    -9999.0000000        4.5607123    -9999.0000000        2.8255185    -9999.0000000        2.6676897
    1111      16       1    2000    -9999.0000000        4.5852903    -9999.0000000        2.7868021    -9999.0000000        2.6252487
    1112      17       1    2000    -9999.0000000        4.5390875    -9999.0000000        2.7286904    -9999.0000000        2.6280542
    1113      18       1    2000    -9999.0000000        4.4279157    -9999.0000000        2.7376416    -9999.0000000        2.8053327
    1114      19       1    2000    -9999.0000000        4.6906836    -9999.0000000        2.8084295    -9999.0000000        2.7625544
    1115      20       1    2000    -9999.0000000        4.5016411    -9999.0000000        2.8140622    -9999.0000000        2.9521141
    1116      21       1    2000    -9999.0000000        4.4959230    -9999.0000000        2.8890060    -9999.0000000        2.9120693
    1117      22       1    2000    -9999.0000000        4.5737159    -9999.0000000        2.9307390    -9999.0000000        2.8703249
    1118      23       1    2000    -9999.0000000        4.7147496    -9999.0000000        2.9631426    -9999.0000000        2.8111491
    1119      24       1    2000        5.0400000        4.8310311        2.7000000        2.9431241        2.2100000        2.7460745
    1120      25       1    2000    -9999.0000000        4.9446261    -9999.0000000        2.9148103    -9999.0000000        2.6773210
    1121      26       1    2000    -9999.0000000        4.9711478    -9999.0000000        2.8567008    -9999.0000000        2.6060485
    1122      27       1    2000    -9999.0000000        5.0744873    -9999.0000000        2.8314935    -9999.0000000        2.5330013
    1123      28       1    2000    -9999.0000000        5.1944364    -9999.0000000        2.7860617    -9999.0000000        2.4587632
    1124      29       1    2000    -9999.0000000        5.0647094    -9999.0000000        3.4264137    -9999.0000000        3.7638451
    1125      30       1    2000    -9999.0000000        5.0236220    -9999.0000000        3.5059251    -9999.0000000        3.5127131
    1126      31       1    2000    -9999.0000000        4.5923365    -9999.0000000        3.5002900    -9999.0000000        3.4512943
    1127       1       2    2000    -9999.0000000        4.2944496    -9999.0000000        3.4550671    -9999.0000000        3.4137733
    1128       2       2    2000    -9999.0000000        4.1180572    -9999.0000000        3.4021725    -9999.0000000        3.4430705
    1129       3       2    2000    -9999.0000000        4.0549786    -9999.0000000        3.3598641    -9999.0000000        3.3925982
    1130       4       2    2000    -9999.0000000        4.0337546    -9999.0000000        3.3130926    -9999.0000000        3.3395317
    1131       5       2    2000    -9999.0000000        4.0511590    -9999.0000000        3.2732996    -9999.0000000        3.3242551
    1132       6       2    2000    -9999.0000000        4.0805532    -9999.0000000        3.2413998    -9999.0000000        3.3247998
    1133       7       2    2000    -9999.0000000        4.1323584    -9999.0000000        3.2237902    -9999.0000000        3.3870527
    1134       8       2    2000        2.9900000        4.2139027    -9999.0000000        3.2214552    -9999.0000000        3.4301097
    1135       9       2    2000    -9999.0000000        4.3082626    -9999.0000000        3.2311066    -9999.0000000        3.3589494
    1136      10       2    2000    -9999.0000000        4.3174519    -9999.0000000        3.2393573    -9999.0000000        3.3807263
    1137      11       2    2000    -9999.0000000        4.3159629    -9999.0000000        3.2551005    -9999.0000000        3.3605477
    1138      12       2    2000    -9999.0000000        4.2507000    -9999.0000000        3.2882337    -9999.0000000        3.5607225
    1139      13       2    2000    -9999.0000000        4.3865125    -9999.0000000        3.3877650    -9999.0000000        3.6715800
    1140      14       2    2000    -9999.0000000        4.5755529    -9999.0000000        3.3960479    -9999.0000000        3.5817543
    1141      15       2    2000    -9999.0000000        4.6284208    -9999.0000000        3.3705397    -9999.0000000        3.3855224
    1142      16       2    2000    -9999.0000000        4.5850851    -9999.0000000        3.2987835    -9999.0000000        3.3102012
    1143      17       2    2000    -9999.0000000        4.5260764    -9999.0000000        3.2659373    -9999.0000000        3.3335400
    1144      18       2    2000    -9999.0000000        4.4657817    -9999.0000000        3.2364475    -9999.0000000        3.3204469
    1145      19       2    2000    -9999.0000000        4.5037661    -9999.0000000        3.2461538    -9999.0000000        3.4889960
    1146      20       2    2000    -9999.0000000        4.6268506    -9999.0000000        3.2692993    -9999.0000000        3.4135367
    1147      21       2    2000    -9999.0000000        4.7087581    -9999.0000000        3.2766842    -9999.0000000        3.4070691
    1148      22       2    2000    -9999.0000000        4.6982679    -9999.0000000        3.2891859    -9999.0000000        3.3717294
    1149      23       2    2000    -9999.0000000        4.8282376    -9999.0000000        3.2671374    -9999.0000000        3.3524040
    1150      24       2    2000    -9999.0000000        5.1756596    -9999.0000000        3.4580957    -9999.0000000        3.2366085
    1151      25       2    2000    -9999.0000000        5.4584676    -9999.0000000        3.2869540    -9999.0000000        3.0703146
    1152      26       2    2000    -9999.0000000        5.2027716    -9999.0000000        3.1953853    -9999.0000000        3.0901278
    1153      27       2    2000    -9999.0000000        4.7730044    -9999.0000000        3.1669668    -9999.0000000        3.1159765
    1154      28       2    2000    -9999.0000000        4.5337629    -9999.0000000        3.1620480        2.7800000        3.1080010
    1155      29       2    2000    -9999.0000000        4.4468366    -9999.0000000        3.1226468    -9999.0000000        3.0649730
    1156       1       3    2000    -9999.0000000        4.3998342    -9999.0000000        3.0940659    -9999.0000000        3.0673850
    1157       2       3    2000    -9999.0000000        4.3576254    -9999.0000000        3.0459312    -9999.0000000        2.9816408
    1158       3       3    2000    -9999.0000000        4.2555334    -9999.0000000        2.9793502    -9999.0000000        2.8998403
    1159       4       3    2000    -9999.0000000        4.1339296    -9999.0000000        2.9616520    -9999.0000000        2.9653909
    1160       5       3    2000    -9999.0000000        4.0141270    -9999.0000000        2.9942547    -9999.0000000        3.1411692
    1161       6       3    2000    -9999.0000000        3.9626751    -9999.0000000        3.0237996    -9999.0000000        3.1363150
    1162       7       3    2000    -9999.0000000        3.9692367    -9999.0000000        3.0395099    -9999.0000000        3.0405782
    1163       8       3    2000    -9999.0000000        4.1245229    -9999.0000000        2.9975292    -9999.0000000        2.7969568
    1164       9       3    2000    -9999.0000000        4.2956414    -9999.0000000        2.8762045    -9999.0000000        2.5988807
    1165      10       3    2000    -9999.0000000        4.3882214    -9999.0000000        2.8126919    -9999.0000000        2.5960686
    1166      11       3    2000    -9999.0000000        4.3437569    -9999.0000000        2.7853818    -9999.0000000        2.6782096
    1167      12       3    2000    -9999.0000000        4.3062407    -9999.0000000        2.8410748    -9999.0000000        2.7466259
    1168      13       3    2000    -9999.0000000        4.3032360    -9999.0000000        2.8844344    -9999.0000000        2.9560292
    1169      14       3    2000    -9999.0000000        4.6461792    -9999.0000000        3.0268180    -9999.0000000        2.5960993
    1170      15       3    2000    -9999.0000000        4.9712721    -9999.0000000        2.9062661    -9999.0000000        2.6346815
    1171      16       3    2000    -9999.0000000        5.0577594    -9999.0000000        2.8811407    -9999.0000000        2.6121268
    1172      17       3    2000    -9999.0000000        5.0387577    -9999.0000000        2.7637415    -9999.0000000        2.3532477
    1173      18       3    2000    -9999.0000000        4.8396851    -9999.0000000        2.6240737    -9999.0000000        2.3321387
    1174      19       3    2000    -9999.0000000        4.5293244    -9999.0000000        2.5863213    -9999.0000000        2.4660549
    1175      20       3    2000        2.8800000        4.2372320        2.3800000        2.6419500        2.5700000        2.7112014
    1176      21       3    2000    -9999.0000000        4.0838934    -9999.0000000        2.7556732    -9999.0000000        2.9862153
    1177      22       3    2000    -9999.0000000        4.0722778    -9999.0000000        2.8747476    -9999.0000000        3.1115757
    1178      23       3    2000    -9999.0000000        4.1725350    -9999.0000000        2.9559583    -9999.0000000        3.1146284
    1179      24       3    2000    -9999.0000000        4.4448585    -9999.0000000        3.0637831    -9999.0000000        3.1436362
    1180      25       3    2000    -9999.0000000        4.7269407    -9999.0000000        3.0893571    -9999.0000000        3.1323727
    1181      26       3    2000    -9999.0000000        4.8816090    -9999.0000000        3.0659649    -9999.0000000        3.0882640
    1182      27       3    2000    -9999.0000000        4.9658812    -9999.0000000        3.0730385    -9999.0000000        3.0915877
    1183      28       3    2000    -9999.0000000        5.5632599    -9999.0000000        3.3696001    -9999.0000000        3.0320793
    1184      29       3    2000    -9999.0000000        5.8323606    -9999.0000000        3.1894054    -9999.0000000        3.0282730
    1185      30       3    2000    -9999.0000000        5.7636449    -9999.0000000        3.1665802    -9999.0000000        3.0208754
    1186      31       3    2000    -9999.0000000        5.6167734    -9999.0000000        3.1117785    -9999.0000000        3.0573877
    1187       1       4    2000    -9999.0000000        5.4212750    -9999.0000000        3.0752148    -9999.0000000        3.0450831
    1188       2       4    2000    -9999.0000000        5.2602813    -9999.0000000        3.0354294    -9999.0000000        3.0030173
    1189       3       4    2000    -9999.0000000        5.1561431    -9999.0000000        2.9849569    -9999.0000000        2.9489282
    1190       4       4    2000    -9999.0000000        5.0920569    -9999.0000000        2.9390258    -9999.0000000        2.9181223
    1191       5       4    2000    -9999.0000000        5.0477562    -9999.0000000        2.8821891    -9999.0000000        2.8496614
    1192       6       4    2000    -9999.0000000        5.0097748    -9999.0000000        2.8238452    -9999.0000000        2.7860980
    1193       7       4    2000    -9999.0000000        4.9725381    -9999.0000000        2.7619322    -9999.0000000        2.7160437
    1194       8       4    2000    -9999.0000000        4.9386458    -9999.0000000        2.6966157    -9999.0000000        2.6417031
    1195       9       4    2000    -9999.0000000        4.9128678    -9999.0000000        2.6319811    -9999.0000000        2.5699427
    1196      10       4    2000    -9999.0000000        4.8960954    -9999.0000000        2.5682017    -9999.0000000        2.4935918
    1197      11       4    2000    -9999.0000000        4.8854896    -9999.0000000        2.5048787    -9999.0000000        2.4263807
    1198      12       4    2000    -9999.0000000        4.9074236    -9999.0000000        2.4951027    -9999.0000000        2.4688326
    1199      13       4    2000    -9999.0000000        4.9560084    -9999.0000000        2.4855327    -9999.0000000        2.4545120
    1200      14       4    2000    -9999.0000000        4.9519971    -9999.0000000        2.4539703    -9999.0000000        2.4359221
    1201      15       4    2000    -9999.0000000        4.9252637    -9999.0000000        2.4522578    -9999.0000000        2.3996186
    1202      16       4    2000    -9999.0000000        4.8723930    -9999.0000000        2.4073677    -9999.0000000        2.3373472
    1203      17       4    2000    -9999.0000000        4.7757793    -9999.0000000        2.3510542    -9999.0000000        2.2676335
    1204      18       4    2000        3.3100000        5.2031503        1.6300000        2.6335810        1.4500000        2.4350780
    1205      19       4    2000    -9999.0000000        5.5346298    -9999.0000000        2.6071317    -9999.0000000        2.3903535
    1206      20       4    2000    -9999.0000000        5.3643230    -9999.0000000        2.5065299    -9999.0000000        2.3430070
    1207      21       4    2000    -9999.0000000        5.0488757    -9999.0000000        2.4364346    -9999.0000000        2.2980862
    1208      22       4    2000    -9999.0000000        4.7882166    -9999.0000000        2.3659379    -9999.0000000        2.2413263
    1209      23       4    2000    -9999.0000000        4.6151647    -9999.0000000        2.2835952    -9999.0000000        2.1763332
    1210      24       4    2000    -9999.0000000        4.5308795    -9999.0000000        2.2038202    -9999.0000000        2.1100565
    1211      25       4    2000    -9999.0000000        4.4869271    -9999.0000000        2.1140073    -9999.0000000        2.0403220
    1212      26       4    2000    -9999.0000000        4.4485183    -9999.0000000        2.0144442    -9999.0000000        1.9646958
    1213      27       4    2000    -9999.0000000        4.4091661    -9999.0000000        1.9052719    -9999.0000000        1.8833002
    1214      28       4    2000    -9999.0000000        4.3633387    -9999.0000000        1.7874144    -9999.0000000        1.7977137
    1215      29       4    2000    -9999.0000000        4.3475541    -9999.0000000        1.7217679    -9999.0000000        1.8109000
    1216      30       4    2000    -9999.0000000        4.3349494    -9999.0000000        1.7440429    -9999.0000000        1.9760169
    1217       1       5    2000    -9999.0000000        4.2358393    -9999.0000000        1.7121496    -9999.0000000        1.9170403
    1218       2       5    2000    -9999.0000000        4.0150478    -9999.0000000        1.6635634    -9999.0000000        1.8707649
    1219       3       5    2000    -9999.0000000        3.7574685    -9999.0000000        1.5965713    -9999.0000000        1.8127285
    1220       4       5    2000    -9999.0000000        3.5663594    -9999.0000000        1.5126490    -9999.0000000        1.7476071
    1221       5       5    2000    -9999.0000000        3.4545196    -9999.0000000        1.4137660    -9999.0000000        1.6770247
    1222       6       5    2000    -9999.0000000        3.3960080    -9999.0000000        1.3018547    -9999.0000000        1.6014973
    1223       7       5    2000    -9999.0000000        3.3697155    -9999.0000000        1.2141927    -9999.0000000        1.5989646
