      No     Day     Mon    Year  Qobs_0000000001  Qsim_0000000001  Qobs_0000000002  Qsim_0000000002  Qobs_0000000003  Qsim_0000000003
    3201       6      10    2005        0.3950000        0.5098495        0.3700000        0.3370510        0.2000000        0.1717295
    3202       7      10    2005        0.3390000        0.4721948        0.3700000        0.3273985        0.2200000        0.1682497
    3203       8      10    2005        0.3490000        0.4476279        0.3200000        0.3185855        0.2500000        0.1650376
    3204       9      10    2005        0.3970000        0.4325629        0.3200000        0.3105183        0.2700000        0.1620657
    3205      10      10    2005        0.4010000        0.4208774        0.3700000        0.3031148        0.2500000        0.1593097
    3206      11      10    2005        0.3780000        0.4108501        0.3700000        0.2970033        0.2500000        0.1567484
    3207      12      10    2005        0.3880000        0.4017665        0.3700000        0.2907205        0.2700000        0.1543625
    3208      13      10    2005        0.3700000        0.3931791        0.3700000        0.2849188        0.3000000        0.1521354
    3209      14      10    2005        0.4460000        0.3853425        0.3700000        0.2795501        0.3400000        0.1500518
    3210      15      10    2005        0.4580000        0.3779857        0.3700000        0.2745566        0.3400000        0.1480983
    3211      16      10    2005        0.4610000        0.3711322        0.3700000        0.2699002        0.3700000        0.1462631
    3212      17      10    2005        0.4500000        0.3647681        0.3700000        0.2655551        0.3700000        0.1445352
    3213      18      10    2005        0.4470000        0.3589414        0.3700000        0.2614916        0.3700000        0.1429053
    3214      19      10    2005        0.4540000        0.3541239        0.3700000        0.2587743        0.3400000        0.1413644
    3215      20      10    2005        0.4540000        0.3525555        0.3200000        0.2576276        0.2700000        0.1415571
    3216      21      10    2005        0.3620000        0.3523037        0.3200000        0.2583876        0.2700000        0.1452677
    3217      22      10    2005        0.3290000        0.8508588        0.3200000        0.5679397        0.2500000        0.2776347
    3218      23      10    2005        0.6450000        1.2577137        0.3200000        0.4712349        0.2700000        0.2389337
    3219      24      10    2005        0.5790000        1.3752910        0.3700000        0.5122886        0.2700000        0.2180838
    3220      25      10    2005        0.5500000        1.2265036        0.3700000        0.4778249        0.3400000        0.2972235
    3221      26      10    2005        0.4010000        0.8371283        0.5100000        0.4578696        0.5300000        0.2381780
    3222      27      10    2005        0.5170000        0.6342215        0.5600000        0.4332955        0.3400000        0.1998143
    3223      28      10    2005        0.4150000        0.5749160        0.4100000        0.3801488        0.2500000        0.1927144
    3224      29      10    2005        0.3250000        0.5357707        0.3700000        0.3486571        0.2500000        0.1863050
    3225      30      10    2005        0.2830000        0.4964026        0.3700000        0.3330260        0.2200000        0.1805031
    3226      31      10    2005        0.2540000        0.4620464        0.3700000        0.3225004        0.2200000        0.1752723
    3227       1      11    2005        0.2600000        0.5192696        0.4100000        0.3304520        0.2000000        0.1814762
    3228       2      11    2005        0.3060000        0.7618621        0.4100000        0.3885453        0.2000000        0.1823275
    3229       3      11    2005        0.2880000        0.7957665        0.2900000        0.3289077        0.2200000        0.1773534
    3230       4      11    2005        0.3250000        0.9624460        0.2900000        0.6084402        0.2200000        0.2693817
    3231       5      11    2005        0.4710000        1.0560068        0.3200000        0.4487445        0.2500000        0.2352857
    3232       6      11    2005        0.5110000        0.8156467        0.3700000        0.4394187        0.2500000        0.1960644
    3233       7      11    2005        0.5780000        0.6785833        0.3700000        0.3959674        0.2500000        0.1893243
    3234       8      11    2005        0.4870000        0.6131368        0.3700000        0.3661884        0.2500000        0.1831146
    3235       9      11    2005        0.3890000        0.5451789        0.2900000        0.3496929        0.2500000        0.1773970
    3236      10      11    2005        0.3480000        0.5042938        0.2900000        0.3379706        0.2200000        0.1722239
    3237      11      11    2005        0.3470000        0.4792332        0.2900000        0.3268292        0.2200000        0.1675145
    3238      12      11    2005        0.3240000        0.4608270        0.3200000        0.3166980        0.2500000        0.1631821
    3239      13      11    2005        0.3530000        0.4456748        0.4100000        0.3077848        0.2200000        0.1592137
    3240      14      11    2005        0.4540000        0.4323823        0.2900000        0.2993021        0.2200000        0.1555712
    3241      15      11    2005        0.4550000        0.5353047        0.2900000        0.4188834        0.2200000        0.2030426
    3242      16      11    2005        0.5400000        0.9680443        0.3700000        0.5406445        0.2200000        0.2516714
    3243      17      11    2005        0.5830000        1.2436363        0.3700000        0.4945388        0.2500000        0.2365418
    3244      18      11    2005        0.5750000        1.0324010        0.3700000        0.4478864        0.2500000        0.2086347
    3245      19      11    2005        0.5420000        0.8132297        0.3700000        0.4296001        0.2500000        0.1941943
    3246      20      11    2005        0.5250000        1.5600973        0.3200000        0.9461133        0.2500000        0.4035349
    3247      21      11    2005        0.6160000        1.9356665        0.4600000        0.6726284        0.2700000        0.3477768
    3248      22      11    2005        0.5730000        1.3965170        0.5600000        0.6716681        0.2700000        0.2702935
    3249      23      11    2005        0.5560000        1.0775251        0.5600000        0.6492027        0.2500000        0.2549127
    3250      24      11    2005        0.5570000        0.9933443        0.5100000        0.5790803        0.2500000        0.2412660
    3251      25      11    2005        0.5500000        0.9033148        0.5100000        0.5049140        0.2200000        0.2291204
    3252      26      11    2005        0.5200000        0.8057746        0.5100000        0.4760923        0.2200000        0.2182787
    3253      27      11    2005        0.4800000        0.7263264        0.4100000        0.4505065        0.3000000        0.2085732
    3254      28      11    2005        0.4990000        0.6695717        0.4600000        0.4277657        0.2000000        0.1998607
    3255      29      11    2005        0.5520000        0.6314367        0.3700000        0.4074282        0.1700000        0.1920188
    3256      30      11    2005        0.5040000        0.6005917        0.3200000        0.3883941        0.1700000        0.1849421
    3257       1      12    2005        0.5060000        0.5719921        0.2900000        0.3710771        0.2000000        0.1785397
    3258       2      12    2005        0.4660000        0.5447031        0.4100000        0.3560731        0.3000000        0.1727330
    3259       3      12    2005        0.4610000        0.5204263        0.2900000        0.3491457        0.2200000        0.1716125
    3260       4      12    2005        0.4960000        0.6156945        0.3200000        0.5623340        0.2500000        0.5780552
    3261       5      12    2005        0.5680000        0.7070701        0.6200000        0.7172746        0.6800000        0.5476588
    3262       6      12    2005        0.9440000        0.7557603        0.7400000        0.8054728        0.5800000        0.4244325
    3263       7      12    2005        0.8720000        0.8514648        0.6200000        0.7393356        0.4500000        0.3944889
    3264       8      12    2005        0.7860000        1.0220464        0.6800000        0.7184400        0.4100000        0.3755116
    3265       9      12    2005        0.7140000        1.0620456        0.5600000        0.6297316        0.3400000        0.3481736
    3266      10      12    2005        0.6200000        0.9318808        0.4100000        0.5906598        0.3000000        0.3210450
    3267      11      12    2005        0.5440000        0.8203284        0.3200000        0.5535537        0.2700000        0.3029980
    3268      12      12    2005        0.5200000        0.7602551        0.4100000        0.5382725        0.2700000        0.2944892
    3269      13      12    2005        0.5700000        0.7774157        0.4100000        0.5448162        0.3000000        0.2948612
    3270      14      12    2005        0.5800000        0.8131131        0.3700000        0.5330672        0.2700000        0.3020030
    3271      15      12    2005        0.5310000        1.0750327        0.4600000        0.7668075        0.2700000        0.5274222
    3272      16      12    2005        0.7480000        1.5959141        0.4600000        1.0910270        0.5800000        0.9983013
    3273      17      12    2005        0.9640000        1.7173937        0.8100000        1.2381895        0.6800000        0.9634075
    3274      18      12    2005        0.9810000        1.7334796        0.6200000        1.3697777        0.5300000        0.7843426
    3275      19      12    2005        0.9080000        2.1129777        0.5600000        1.5831339        0.5800000        0.6958767
    3276      20      12    2005        0.8690000        2.3748854        0.6200000        1.3552282        0.6300000        0.8860164
    3277      21      12    2005        1.0400000        2.2954313        0.8800000        1.4803999        0.8500000        0.9944611
    3278      22      12    2005        0.9980000        2.2147697        0.9500000        1.6796939        0.7900000        1.0804240
    3279      23      12    2005        0.8970000        2.2033690        0.8800000        1.6855321        0.8500000        1.0978379
    3280      24      12    2005        0.9420000        2.1896598        0.8800000        1.6921852        0.9800000        1.0597682
    3281      25      12    2005        1.0700000        2.1956778        0.8800000        1.6430192        0.9800000        0.9372514
    3282      26      12    2005        1.0400000        2.1440709        0.8100000        1.5173581        0.9200000        0.8223414
    3283      27      12    2005        0.9720000        2.0152007        0.8100000        1.3615328        0.7900000        0.7345978
    3284      28      12    2005        0.9480000        1.8552819        0.6800000        1.2185263        0.6800000        0.6601000
    3285      29      12    2005        0.9640000        1.6830231        0.6200000        1.0988362        0.6800000        0.5964402
    3286      30      12    2005        0.9590000        1.5173691        0.6200000        0.9978813        0.5800000        0.5417587
    3287      31      12    2005        0.9020000        1.3855513        1.0300000        0.9394587        0.6300000        0.4945619
    3288       1       1    2006        0.9130000        1.6594432        0.6800000        1.0663840        0.5800000        0.5107289
    3289       2       1    2006        0.8300000        2.0176894        0.6200000        1.0297756        0.5300000        0.4710590
    3290       3       1    2006        0.7230000        1.8656806        0.5600000        0.8869605        0.4900000        0.4294329
    3291       4       1    2006        0.7010000        1.5201981        0.5600000        0.8148941        0.4900000        0.3970380
    3292       5       1    2006        0.6610000        1.2934804        0.5600000        0.7509115        0.4900000        0.3686230
    3293       6       1    2006        0.6490000        1.1588486        0.5100000        0.6957635        0.4900000        0.3436114
    3294       7       1    2006        0.6090000        1.0595886        0.5100000        0.6479445        0.4500000        0.3215222
    3295       8       1    2006        0.6220000        0.9772530        0.5100000        0.6058571        0.4500000        0.3019521
    3296       9       1    2006        0.4880000        0.9060333        0.4900000        0.5686670        0.4300000        0.2845613
    3297      10       1    2006        0.5000000        0.8433512        0.4900000        0.5338015        0.4000000        0.2690627
    3298      11       1    2006        0.4560000        0.8044935        0.4800000        0.5648308        0.3800000        0.2552119
    3299      12       1    2006        0.4160000        0.8488359        0.4800000        0.5668918        0.3600000        0.2428154
    3300      13       1    2006        0.3760000        0.8745859        0.4800000        0.4993044        0.3400000        0.2316647
    3301      14       1    2006        0.3360000        0.8208324        0.4700000        0.4756041        0.3400000        0.2216225
    3302      15       1    2006        0.3070000        0.7412606        0.4700000        0.4523403        0.3300000        0.2125570
    3303      16       1    2006        0.2650000        0.6861970        0.4600000        0.4315656        0.3300000        0.2043540
    3304      17       1    2006        0.2970000        0.6475945        0.4600000        0.4134288        0.3200000        0.1969145
    3305      18       1    2006        0.2970000        0.6443034        0.4600000        0.4162976        0.3200000        0.1901527
    3306      19       1    2006        0.2940000        0.6434575        0.4600000        0.3908471        0.3100000        0.1839935
    3307      20       1    2006        0.2900000        1.0613038        0.4600000        0.8403550        0.3100000        0.6356044
    3308      21       1    2006        0.2860000        2.1388956        0.4500000        1.5289040        0.3000000        1.2254867
    3309      22       1    2006        0.2810000        2.6408142        0.4500000        1.8388877        0.3000000        1.1492811
    3310      23       1    2006        0.2770000        2.5560784        0.4500000        1.9565113        0.3000000        0.9659248
    3311      24       1    2006        0.2730000        2.5268166        0.4500000        1.7920936        0.2900000        0.8588451
    3312      25       1    2006        0.2660000        2.4930166        0.4500000        1.5840976        0.2900000        0.7681135
    3313      26       1    2006        0.2420000        2.3307196        0.4500000        1.4087898        0.2800000        0.6907935
    3314      27       1    2006        0.2170000        2.0950642        0.4400000        1.2669854        0.2800000        0.6245523
    3315      28       1    2006        0.2070000        1.8651636        0.4400000        1.1471218        0.2800000        0.5675220
    3316      29       1    2006        0.1970000        1.6701787        0.4400000        1.0439623        0.2800000        0.5181955
    3317      30       1    2006        0.1870000        1.5072833        0.4400000        0.9554036        0.2700000        0.4753482
    3318      31       1    2006        0.1840000        1.3692597        0.4400000        0.8792396        0.2700000        0.4379782
    3319       1       2    2006        0.1810000        1.2518134        0.4400000        0.8133814        0.2700000        0.4052614
    3320       2       2    2006        0.1840000        1.1516726        0.4300000        0.7540864        0.2700000        0.3765152
    3321       3       2    2006        0.1750000        1.0644568        0.4300000        0.7019272        0.2700000        0.3511718
    3322       4       2    2006        0.2060000        0.9873897        0.4300000        0.6558784        0.2700000        0.3287564
    3323       5       2    2006        0.2340000        0.9195161        0.4300000        0.6150839        0.2600000        0.3088697
    3324       6       2    2006        0.2730000        0.8597150        0.4300000        0.5788257        0.2600000        0.2911747
    3325       7       2    2006        0.3040000        1.0123506        0.4500000        0.8900935        0.2700000        0.5499516
    3326       8       2    2006        0.3510000        1.2566584        0.6000000        1.3876419        0.5500000        1.3818360
    3327       9       2    2006        1.3700000        1.8263437        0.9000000        2.1374924        0.8000000        1.3693546
    3328      10       2    2006        1.0400000        2.3846929        0.8000000        2.1932136        0.6300000        1.1375656
    3329      11       2    2006        0.6850000        2.6258971        0.7000000        2.0556291        0.4900000        1.0080104
    3330      12       2    2006        0.6460000        2.6443885        0.6000000        1.8185981        0.4100000        0.8985105
    3331      13       2    2006        0.4750000        2.4920448        0.5500000        1.6153720        0.4100000        0.8054047
    3332      14       2    2006        0.3770000        2.2569344        0.5000000        1.4526865        0.4000000        0.7257993
    3333      15       2    2006        0.3990000        2.2807750        0.4500000        1.9343257        0.3900000        1.4838460
    3334      16       2    2006        1.1500000        2.6601614        0.9500000        2.7351675        0.7500000        2.8635027
    3335      17       2    2006        2.2900000        3.0739190        1.8000000        3.6660940        1.5000000        3.4835723
    3336      18       2    2006        3.1700000        3.5694894        2.6000000        4.4824671        2.1000000        3.7648384
    3337      19       2    2006        3.6700000        4.2232751        2.2000000        4.7821681        1.8500000        3.3592815
    3338      20       2    2006        3.4200000        6.1065747        1.9500000        5.0620707        1.6000000        2.5799051
    3339      21       2    2006        2.6300000        7.2601787        1.5700000        4.2613196        1.4000000        1.9757170
    3340      22       2    2006        2.2400000        6.6855659        1.2800000        3.4498141        1.1200000        1.6166902
    3341      23       2    2006        1.8100000        5.6379527        1.1100000        2.8184639        0.9500000        1.3969609
    3342      24       2    2006        1.5800000        4.6530188        0.8800000        2.3893240        0.8500000        1.2345390
    3343      25       2    2006        1.4600000        3.8466763        0.8100000        2.0909091        0.7900000        1.0990927
    3344      26       2    2006        1.3700000        3.2451082        0.8100000        1.8599537        0.7900000        0.9839863
    3345      27       2    2006        1.1700000        2.8046251        0.7800000        1.6674960        0.7600000        0.8856021
    3346      28       2    2006        1.1800000        2.4691934        0.7000000        1.5026638        0.6800000        0.8010657
    3347       1       3    2006        1.1800000        2.1991904        0.6200000        1.3621746        0.5800000        0.7280730
    3348       2       3    2006        1.0500000        1.9738940        0.5600000        1.2417172        0.5300000        0.6647624
    3349       3       3    2006        0.8370000        1.7831702        0.5600000        1.1373455        0.4900000        0.6096187
    3350       4       3    2006        0.9550000        1.6206799        0.5100000        1.0464766        0.4100000        0.5613998
    3351       5       3    2006        0.8380000        1.4812307        0.5100000        0.9670126        0.4100000        0.5190812
    3352       6       3    2006        1.0300000        1.3607312        0.4100000        0.8972358        0.3700000        0.4818127
    3353       7       3    2006        0.9030000        1.2570670        0.4100000        0.8357297        0.3700000        0.4488849
    3354       8       3    2006        0.6410000        1.1667170        0.4100000        0.7813184        0.3400000        0.4197030
    3355       9       3    2006        0.8230000        1.2213642        0.4100000        0.7324614        0.3700000        0.3937653
    3356      10       3    2006        0.8320000        1.5238812        0.5100000        0.9793476        0.4800000        0.6007253
    3357      11       3    2006        1.3500000        1.6292811        0.5000000        0.9907572        0.4700000        0.6221972
    3358      12       3    2006        1.2900000        1.5561871        0.4800000        1.0452410        0.4600000        0.5635001
    3359      13       3    2006        1.1200000        1.5195069        0.4600000        1.0132598        0.4400000        0.5202729
    3360      14       3    2006        0.8640000        1.4746166        0.4400000        0.9408485        0.4200000        0.4823181
    3361      15       3    2006        0.6080000        1.4041108        0.4300000        0.8716509        0.4000000        0.4488768
    3362      16       3    2006        0.9100000        1.3099027        0.4300000        0.8123785        0.3900000        0.4193156
    3363      17       3    2006        0.6840000        1.2111644        0.4600000        0.7598313        0.4200000        0.3931032
    3364      18       3    2006        0.6660000        1.1218476        0.4800000        0.7129716        0.4600000        0.3697917
    3365      19       3    2006        0.6530000        1.0484766        0.5000000        0.6758652        0.4800000        0.3490018
    3366      20       3    2006        0.7480000        1.1050617        0.5500000        0.7398530        0.5200000        0.3780691
    3367      21       3    2006        0.8790000        1.1591754        0.6000000        0.7319392        0.5600000        0.3699916
    3368      22       3    2006        0.9550000        1.1462472        0.6500000        0.7248813        0.6100000        0.3491349
    3369      23       3    2006        1.0300000        1.1119979        0.7200000        0.6947386        0.6800000        0.3304645
    3370      24       3    2006        1.1800000        1.8919256        0.8800000        1.3867819        0.7300000        0.4632638
    3371      25       3    2006        1.6600000        3.1902204        1.5700000        3.0583931        1.7400000        1.7926543
    3372      26       3    2006        6.0000000        4.6132318        7.1500000        5.0251529        6.6500000        5.8153722
    3373      27       3    2006       10.2000000        5.9812674       10.7000000        7.6760716        8.2400000        6.6752588
    3374      28       3    2006       11.1000000        7.4194459       14.4000000        8.8732486        9.1700000        5.1909437
    3375      29       3    2006       10.3000000        8.8327952       10.1000000        8.1707903        8.2400000        3.7556850
    3376      30       3    2006        8.4400000        9.6385789        8.5800000        7.1355097        8.2400000        4.2810525
    3377      31       3    2006        8.2600000        9.4542634        9.3500000        6.8384271        8.9800000        5.1469592
    3378       1       4    2006        8.7200000        8.9083414        9.6100000        7.3694030        8.6100000        5.1897013
    3379       2       4    2006        8.4700000        8.5947210        9.3500000        7.4339114        7.8800000        4.1378844
    3380       3       4    2006        7.5200000        8.5545876        7.6200000        6.7261726        7.0100000        3.3709209
    3381       4       4    2006        6.5400000        8.3141122        6.5100000        5.6241963        5.7000000        2.6077805
    3382       5       4    2006        5.3800000        7.6089791        5.8900000        4.5948030        4.6500000        2.0294875
    3383       6       4    2006        4.5500000        6.5709259        4.7500000        3.7535535        3.9100000        1.7200364
    3384       7       4    2006        3.9400000        5.4891146        3.5400000        3.1387755        2.9600000        1.5168586
    3385       8       4    2006        3.4200000        4.5598629        3.0700000        2.7206281        2.8200000        1.3488673
    3386       9       4    2006        3.0200000        3.8418919        2.6400000        2.4139649        2.5500000        1.2064288
    3387      10       4    2006        2.7000000        3.3141723        2.3700000        2.1627232        2.2900000        1.0849208
    3388      11       4    2006        2.4400000        2.9210257        2.1200000        1.9478453        2.0600000        0.9811433
    3389      12       4    2006        2.2000000        2.6113069        1.7800000        1.7695144        1.9500000        0.9146342
    3390      13       4    2006        2.1300000        2.4269378        1.7800000        1.7083567        1.8400000        1.0285418
    3391      14       4    2006        2.1000000        2.2913436        1.7800000        1.6880025        1.9500000        1.0105246
    3392      15       4    2006        1.9400000        2.2187410        1.6700000        1.6695037        1.7400000        0.9412261
    3393      16       4    2006        1.8800000        2.2100219        1.6700000        1.6758283        1.6400000        1.0397731
    3394      17       4    2006        1.8600000        2.2004096        1.6700000        1.7004995        1.7400000        1.0781169
    3395      18       4    2006        1.7800000        2.1804922        1.5700000        1.7034493        1.5400000        0.9950592
    3396      19       4    2006        1.6400000        2.1470408        1.5700000        1.6387458        1.4500000        0.9001476
    3397      20       4    2006        1.6900000        2.0880076        1.3700000        1.5195878        1.2800000        0.8187279
    3398      21       4    2006        1.6200000        1.9991855        1.2800000        1.4334405        1.1200000        0.7946203
    3399      22       4    2006        1.6200000        2.4566233        1.3700000        1.9765407        1.2000000        1.2330126
    3400      23       4    2006        2.0900000        2.8090214        1.7800000        2.0327119        1.4500000        1.1895136
    3401      24       4    2006        2.0300000        2.6642121        1.7800000        2.0939801        1.2800000        1.0451902
    3402      25       4    2006        1.6300000        2.5567509        1.5700000        1.9463922        1.1200000        0.9445751
    3403      26       4    2006        1.3500000        2.5928228        1.2800000        2.3872466        0.9200000        1.0252773
    3404      27       4    2006        2.1300000        2.8024255        1.7800000        2.7947280        1.0500000        1.5052407
    3405      28       4    2006        3.0600000        3.1056108        2.5000000        2.9718819        1.2800000        1.5565323
    3406      29       4    2006        3.3200000        3.4067784        2.6400000        3.1991580        1.5400000        1.5695954
    3407      30       4    2006        3.4600000        3.6396109        2.6400000        3.1729593        1.5400000        1.4615985
    3408       1       5    2006        3.2400000        3.7396540        2.6400000        2.9814041        1.5400000        1.3219656
    3409       2       5    2006        2.9500000        3.6734426        2.5000000        2.7070725        1.5400000        1.1955715
    3410       3       5    2006        2.6300000        3.4611976        2.2400000        2.4320135        1.3700000        1.0755094
    3411       4       5    2006        2.2500000        3.1714095        2.0000000        2.1854441        1.2800000        0.9727394
    3412       5       5    2006        2.0900000        2.8671492        1.7800000        1.9702809        1.2000000        0.8843362
    3413       6       5    2006        1.8000000        2.5847248        1.6700000        1.7847698        1.0500000        0.8079158
    3414       7       5    2006        1.6900000        2.3361874        1.5700000        1.6253983        0.9800000        0.7415518
    3415       8       5    2006        1.5500000        2.1212311        1.4700000        1.4877585        0.8500000        0.6836761
    3416       9       5    2006        1.3900000        1.9358397        1.3700000        1.3678566        0.8500000        0.6330030
    3417      10       5    2006        1.3400000        1.7757577        1.1100000        1.2628029        0.7300000        0.5884717
    3418      11       5    2006        1.2200000        1.6348892        1.1100000        1.1680027        0.6800000        0.5492013
    3419      12       5    2006        1.1600000        1.5110391        0.9500000        1.0876687        0.6800000        0.5144675
    3420      13       5    2006        0.9500000        1.4066206        0.9500000        1.0383536        0.6300000        0.5068730
    3421      14       5    2006        0.9790000        1.3217049        0.9500000        0.9973905        0.6300000        0.4823094
    3422      15       5    2006        0.9710000        1.2551780        0.8800000        0.9525616        0.5800000        0.4550029
    3423      16       5    2006        0.7980000        1.1987030        0.8800000        0.9008627        0.5300000        0.4306086
    3424      17       5    2006        0.6190000        1.1451354        0.7400000        0.8566953        0.4500000        0.4150885
    3425      18       5    2006        0.5980000        1.1664914        0.7400000        0.9131895        0.4500000        0.5140746
    3426      19       5    2006        0.6970000        1.1659768        0.8800000        0.9213932        0.6300000        0.4928836
    3427      20       5    2006        0.7790000        1.1315179        1.0300000        1.0545323        0.6300000        0.7032767
    3428      21       5    2006        0.8670000        1.1575723        1.2800000        1.1327856        0.9200000        0.6455699
    3429      22       5    2006        0.9460000        1.2322697        1.1100000        1.2078144        0.7300000        0.7157203
    3430      23       5    2006        0.9190000        1.3140623        1.1100000        1.2254451        0.7900000        0.6964338
    3431      24       5    2006        0.9070000        1.3712744        0.9500000        1.2014820        0.6300000        0.6381210
    3432      25       5    2006        0.7200000        1.3929953        0.8800000        1.1707833        0.5800000        0.7100648
    3433      26       5    2006        0.7280000        1.6009406        0.9500000        1.4411821        0.6800000        0.8922701
    3434      27       5    2006        0.9670000        1.7381971        1.1100000        1.4517139        0.8500000        0.9366219
    3435      28       5    2006        0.9420000        1.6825615        1.1900000        1.5129974        0.7300000        0.8608973
    3436      29       5    2006        0.8810000        1.6676711        1.0300000        1.4495576        0.6800000        0.7743858
    3437      30       5    2006        0.8350000        1.6655661        1.0300000        1.3410491        0.5800000        0.7082387
    3438      31       5    2006        0.9090000        2.4972110        0.9500000        1.9615541        0.6800000        0.9407504
    3439       1       6    2006        1.6200000        2.8878321        1.4700000        1.6042005        0.9200000        0.9112837
    3440       2       6    2006        1.3200000        2.3515935        1.1900000        1.6078615        0.7900000        0.8024159
    3441       3       6    2006        1.0400000        1.9795867        1.1100000        1.5160332        0.7300000        0.7744181
    3442       4       6    2006        1.0100000        1.8317562        0.9500000        1.4163894        0.6800000        0.7248675
    3443       5       6    2006        0.9820000        1.7344197        0.8800000        1.3226573        0.6300000        0.6660718
    3444       6       6    2006        0.9090000        1.6445383        0.8100000        1.2481824        0.5800000        0.6166389
    3445       7       6    2006        0.8240000        1.5542522        0.8100000        1.1636112        0.4900000        0.5722265
    3446       8       6    2006        0.6960000        1.4634415        0.7400000        1.0813739        0.4900000        0.5330524
    3447       9       6    2006        0.5860000        1.3705857        0.6800000        1.0067892        0.4500000        0.4986234
    3448      10       6    2006        0.5320000        1.2808857        0.6800000        0.9413435        0.4100000        0.4682531
    3449      11       6    2006        0.5000000        1.1982944        0.6200000        0.8835281        0.3700000        0.4413697
    3450      12       6    2006        0.3890000        1.1243708        0.4600000        0.8322996        0.3700000        0.4174945
    3451      13       6    2006        0.4660000        1.0587031        0.4100000        0.7862921        0.3400000        0.3962243
    3452      14       6    2006        0.2490000        1.0002220        0.3700000        0.7456562        0.3000000        0.3772184
    3453      15       6    2006        0.2090000        1.8850452        0.3700000        1.0744517        0.2500000        0.4833874
    3454      16       6    2006        0.6760000        2.1719760        0.5100000        0.7983659        0.4500000        0.5042877
    3455      17       6    2006        0.6650000        1.4406870        0.6800000        0.8279984        0.3700000        0.4376346
    3456      18       6    2006        0.5180000        1.0737379        0.6200000        0.8046088        0.2700000        0.4062265
    3457      19       6    2006        0.4490000        0.9934124        0.4100000        0.7558079        0.2500000        0.4048658
    3458      20       6    2006        0.4300000        0.9552804        0.3700000        0.7191857        0.2700000        0.3916727
    3459      21       6    2006        0.4210000        0.9171576        0.3700000        0.6938870        0.2700000        0.3719727
    3460      22       6    2006        0.3110000        0.8767271        0.3200000        0.6665675        0.2500000        0.3550593
    3461      23       6    2006        0.2540000        0.8421831        0.2900000        0.6375009        0.2200000        0.3398848
    3462      24       6    2006        0.2270000        0.8107055        0.2900000        0.6103794        0.2200000        0.3262325
    3463      25       6    2006        0.2290000        0.8572969        0.3200000        0.5882822        0.2200000        0.3158446
    3464      26       6    2006        0.2350000        0.8750817        0.3200000        0.5675853        0.2000000        0.3057375
    3465      27       6    2006        0.1880000        0.7827063        0.3200000        0.5492027        0.2000000        0.2989206
    3466      28       6    2006        0.2280000        0.7147298        0.3200000        0.5322567        0.1700000        0.2908648
    3467      29       6    2006        0.2290000        0.6845143        0.3200000        0.5170968        0.1700000        0.2817612
    3468      30       6    2006        0.2270000        0.6646010        0.3200000        0.5022901        0.1700000        0.2734683
    3469       1       7    2006        0.2260000        0.6462253        0.3200000        0.4878058        0.1700000        0.2658987
    3470       2       7    2006        0.2490000        0.6288854        0.2900000        0.4742827        0.1700000        0.2589733
    3471       3       7    2006        0.2240000        0.6129102        0.2900000        0.4618476        0.1700000        0.2526229
    3472       4       7    2006        0.1960000        0.5987961        0.2900000        0.4519898        0.1700000        0.2467865
    3473       5       7    2006        0.2030000        0.5855489        0.2500000        0.4412377        0.1500000        0.2414110
    3474       6       7    2006        0.2140000        0.5735067        0.2200000        0.4313112        0.1500000        0.2379672
    3475       7       7    2006        0.3730000        1.6169231        0.2200000        0.5838629        0.1500000        0.2774916
    3476       8       7    2006        0.2370000        2.0342198        0.1900000        0.4614520        0.1300000        0.2553679
    3477       9       7    2006        0.3370000        1.1610479        0.1900000        0.4548131        0.1300000        0.2354745
    3478      10       7    2006        0.2510000        0.6720876        0.1900000        0.4296754        0.1300000        0.2307423
    3479      11       7    2006        0.1570000        0.5870746        0.1900000        0.4960376        0.1300000        0.2692801
    3480      12       7    2006        0.2040000        0.5802670        0.2500000        0.4564492        0.1300000        0.2497841
    3481      13       7    2006        0.1860000        0.5885159        0.2900000        0.4468038        0.1700000        0.2336703
    3482      14       7    2006        0.3810000        0.5841272        0.3700000        0.4211412        0.2000000        0.2293321
    3483      15       7    2006        0.2390000        0.5648430        0.2900000        0.4066246        0.1500000        0.2247095
    3484      16       7    2006        0.1770000        0.5436152        0.2200000        0.3972339        0.1300000        0.2205853
    3485      17       7    2006        0.1650000        0.5258383        0.2200000        0.3897023        0.1300000        0.2167610
    3486      18       7    2006        0.1510000        0.5120020        0.1900000        0.3820705        0.1300000        0.2132069
    3487      19       7    2006        0.1370000        0.5016684        0.1600000        0.3757037        0.1000000        0.2098968
    3488      20       7    2006        0.1380000        0.4929500        0.1600000        0.3696817        0.0900000        0.2068543
    3489      21       7    2006        0.1370000        0.4849982        0.1400000        0.3639574        0.0700000        0.2040085
    3490      22       7    2006        0.1210000        0.4776388        0.1400000        0.3585919        0.0700000        0.2012913
    3491      23       7    2006        0.1210000        0.5208605        0.2900000        0.4947735        0.0700000        0.1987860
    3492      24       7    2006        0.3060000        0.6023562        0.3200000        0.3515553        0.0900000        0.1963921
    3493      25       7    2006        0.1950000        0.5945481        0.2500000        0.3467170        0.0900000        0.1941235
    3494      26       7    2006        0.1510000        0.5113047        0.2200000        0.3416641        0.1000000        0.1919801
    3495      27       7    2006        0.1160000        0.4586683        0.1600000        0.3383595        0.1300000        0.1938008
    3496      28       7    2006        0.1360000        0.4556422        0.2200000        0.3370011        0.1300000        0.1927326
