      No     Day     Mon    Year  Qobs_0000000001  Qsim_0000000001  Qobs_0000000002  Qsim_0000000002  Qobs_0000000003  Qsim_0000000003
     418      22       2    1998        1.4300000        1.4534951        1.1100000        1.1606086        0.9500000        0.7590994
     419      23       2    1998        1.4300000        1.3568100        1.1100000        1.1230863        0.9500000        0.7248480
     420      24       2    1998        1.4300000        1.2983772        1.0400000        1.1438437        0.8700000        0.7686778
     421      25       2    1998        1.4300000        1.2749266        1.0400000        1.1738499        0.9500000        0.7721383
     422      26       2    1998        1.3400000        1.2773807        1.0400000        1.1749078        0.9500000        0.7189068
     423      27       2    1998        1.3400000        1.2861272        1.0400000        1.1314275        0.8000000        0.6657890
     424      28       2    1998        1.3400000        1.3292981        0.9700000        1.4057633        0.8700000        1.0313932
     425       1       3    1998        1.5900000        1.4153399        1.1100000        1.5139558        0.9500000        1.0139496
     426       2       3    1998        1.5900000        1.5625344        1.1800000        1.7712164        1.1100000        1.4894046
     427       3       3    1998        1.8000000        1.7746579        1.6800000        2.1025397        1.7900000        1.9652520
     428       4       3    1998        2.1700000        2.4271807        2.0600000        3.1548507        2.2000000        3.6118432
     429       5       3    1998        3.0300000        3.1400304        3.3100000        4.4933286        3.5000000        5.2917363
     430       6       3    1998        3.9500000        4.2677851        3.7000000        6.3363829        4.0000000        6.2475765
     431       7       3    1998        5.0100000        5.6902772        4.9600000        7.7006682        5.4300000        7.1995574
     432       8       3    1998        6.8100000        7.2580787        6.8900000        8.9759249        6.7600000        6.9958501
     433       9       3    1998        5.8000000        8.5485699        5.8800000        8.8964442        5.9100000        5.2357904
     434      10       3    1998        4.7700000        9.1291836        4.9600000        7.7622645        4.8300000        3.7162524
     435      11       3    1998        5.2700000        8.9465810        4.4500000        6.0685808        4.2700000        2.6991536
     436      12       3    1998        4.5300000        8.0009456        3.8400000        4.6305584        3.6200000        2.0881676
     437      13       3    1998        3.9500000        6.6158267        3.1800000        3.6893390        3.2600000        1.8899373
     438      14       3    1998        3.5300000        5.3075100        3.0600000        3.3179313        3.0400000        2.0337986
     439      15       3    1998        3.4200000        4.3764372        2.9400000        3.2102228        2.9100000        1.9212679
     440      16       3    1998        3.1300000        3.8683967        2.7000000        3.1237186        2.5400000        1.7034206
     441      17       3    1998        2.8500000        3.6162245        2.3700000        2.8889808        2.3100000        1.5196237
     442      18       3    1998        2.7600000        3.4296040        2.2600000        2.6261744        2.2000000        1.3900610
     443      19       3    1998        2.5800000        3.2116716        2.0600000        2.4377906        2.0900000        1.3060875
     444      20       3    1998        2.5800000        2.9661963        1.9600000        2.2608770        1.9900000        1.1993192
     445      21       3    1998        2.4900000        2.7343900        1.9600000        2.0832559        1.8900000        1.0897484
     446      22       3    1998        2.2500000        2.5607887        1.6800000        2.0070098        1.7100000        0.9925906
     447      23       3    1998        2.2500000        2.4139802        1.6800000        1.8549128        1.7900000        0.9084507
     448      24       3    1998        2.2500000        2.2733407        1.5900000        1.6935841        1.6000000        0.8352668
     449      25       3    1998        2.2500000        2.1173757        1.5900000        1.5486132        1.6000000        0.7713525
     450      26       3    1998        2.1700000        1.9512682        1.5900000        1.4896306        1.4900000        0.9743261
     451      27       3    1998        2.1700000        1.8158721        1.4200000        1.5413597        1.4900000        0.9859889
     452      28       3    1998        2.0900000        1.7447154        1.4200000        1.5744077        1.3800000        0.9017281
     453      29       3    1998        2.0200000        1.7294844        1.3400000        1.5122067        1.2900000        0.8279488
     454      30       3    1998        2.0200000        1.7168557        1.1800000        1.4024966        1.0200000        0.7637024
     455      31       3    1998        1.8000000        1.6609999        1.0400000        1.2943093        0.8700000        0.7075710
     456       1       4    1998        1.6600000        1.5943659        0.9700000        1.2652990        0.8700000        0.7516711
     457       2       4    1998        1.6600000        1.7662139        0.9700000        1.5658484        0.9500000        1.0114202
     458       3       4    1998        1.9400000        1.9351012        1.2600000        1.6922204        1.2900000        1.1922880
     459       4       4    1998        1.8000000        1.9373157        1.3400000        1.8481112        1.2900000        1.1298683
     460       5       4    1998        1.8000000        1.9823490        1.2600000        1.8623967        1.1100000        1.0511758
     461       6       4    1998        1.7300000        2.0738351        1.1800000        1.8039779        1.0200000        1.0833787
     462       7       4    1998        1.5200000        2.1932425        0.9700000        1.8881914        0.8700000        1.3349610
     463       8       4    1998        1.5200000        2.3688694        1.2600000        2.0590971        1.0200000        1.3243092
     464       9       4    1998        1.5200000        2.5910276        1.2600000        2.4007248        1.0200000        1.2884967
     465      10       4    1998        1.5200000        2.7443308        1.4200000        2.3230627        1.2000000        1.2760497
     466      11       4    1998        1.6600000        2.8240007        1.5000000        2.2912246        1.2900000        1.2131535
     467      12       4    1998        1.8700000        2.7965990        1.4200000        2.1581704        1.2000000        1.1021414
     468      13       4    1998        1.8700000        2.6781699        1.3400000        1.9929398        1.1100000        0.9996720
     469      14       4    1998        1.8700000        2.5157847        1.2600000        1.8144392        1.1100000        0.9117020
     470      15       4    1998        1.8700000        2.3244958        1.2600000        1.6512872        0.9500000        0.8361993
     471      16       4    1998        1.8700000        2.1249847        1.2600000        1.5100196        0.8700000        0.7704600
     472      17       4    1998        1.8700000        1.9376943        1.1800000        1.3878315        0.8000000        0.7131209
     473      18       4    1998        1.7300000        1.7716490        1.1100000        1.2814998        0.8000000        0.6629865
     474      19       4    1998        1.5200000        1.6275988        1.1100000        1.1891250        0.9500000        0.6209659
     475      20       4    1998        1.5200000        1.5162609        1.1100000        1.1532764        0.8000000        0.7159508
     476      21       4    1998        1.5200000        1.7293147        1.0400000        1.2039466        0.8000000        0.7803677
     477      22       4    1998        1.5200000        1.7383234        1.1100000        1.2446610        0.7400000        0.7430883
     478      23       4    1998        1.3400000        1.5421722        1.0400000        1.2339448        0.7400000        0.6897036
     479      24       4    1998        1.2500000        1.4783538        0.9000000        1.1699719        0.6700000        0.6424143
     480      25       4    1998        1.2500000        1.4603686        0.8300000        1.0961974        0.6200000        0.6215020
     481      26       4    1998        1.1700000        1.4219180        0.8300000        1.0954974        0.6200000        0.8152147
     482      27       4    1998        1.4300000        1.3911201        0.9700000        1.2026383        0.8000000        0.9205086
     483      28       4    1998        1.8000000        1.6136602        1.3400000        1.8528770        1.2900000        1.4394863
     484      29       4    1998        1.8700000        1.9093159        1.9600000        2.1345733        2.2000000        1.6528957
     485      30       4    1998        2.0900000        2.1374957        1.9600000        2.3516042        1.7900000        1.4734087
     486       1       5    1998        2.3300000        2.3613680        1.7700000        2.3236902        1.7100000        1.3562312
     487       2       5    1998        2.5800000        2.5211813        1.9600000        2.3823635        1.7100000        1.4395972
     488       3       5    1998        2.8500000        2.5802329        2.3700000        2.3067318        1.9900000        1.3430807
     489       4       5    1998        2.3300000        2.5693164        1.9600000        2.2005391        1.6000000        1.2003592
     490       5       5    1998        1.9400000        2.5040954        1.6800000        2.0116373        1.4900000        1.0890809
     491       6       5    1998        1.8700000        2.3778911        1.6800000        1.8268158        1.4900000        0.9954987
     492       7       5    1998        1.8700000        2.2070203        1.5900000        1.6646612        1.4900000        0.9098625
     493       8       5    1998        1.7300000        2.0225103        1.4200000        1.5246197        1.2900000        0.8331730
     494       9       5    1998        1.5900000        1.8497683        1.2600000        1.4007443        1.1100000        0.7669107
     495      10       5    1998        1.5200000        1.6975267        1.1800000        1.2915187        1.0200000        0.7093928
     496      11       5    1998        1.4300000        1.5640324        1.1100000        1.1960478        0.9500000        0.6592436
     497      12       5    1998        1.1700000        1.4466631        0.9700000        1.1125809        0.8000000        0.6153373
     498      13       5    1998        0.9500000        1.3436271        0.9000000        1.0393012        0.7400000        0.5767469
     499      14       5    1998        0.9500000        1.2532883        0.9000000        0.9747098        0.7400000        0.5427042
     500      15       5    1998        0.8900000        1.1739206        0.8300000        0.9175632        0.6700000        0.5125688
     501      16       5    1998        0.8300000        1.1039346        0.8300000        0.8668238        0.6700000        0.4858045
     502      17       5    1998        0.8300000        1.0426264        0.7700000        0.8246690        0.6200000        0.4818222
     503      18       5    1998        0.8300000        0.9890601        0.8300000        0.7927747        0.6700000        0.4652733
     504      19       5    1998        0.8300000        0.9437956        0.7000000        0.7657079        0.5600000        0.4434557
     505      20       5    1998        0.7700000        0.9069113        0.6400000        0.7397438        0.5600000        0.4303876
     506      21       5    1998        0.7700000        0.8762929        0.5900000        0.7157614        0.5600000        0.4165744
     507      22       5    1998        0.7700000        0.8483189        0.5900000        0.6922176        0.5600000        0.3998853
     508      23       5    1998        0.6600000        0.8214340        0.5900000        0.6676341        0.5600000        0.3846929
     509      24       5    1998        0.6600000        0.7950484        0.5300000        0.6432314        0.5600000        0.3733739
     510      25       5    1998        0.7100000        0.7689833        0.5300000        0.6213396        0.5100000        0.3619077
     511      26       5    1998        0.6600000        0.7826752        0.5300000        0.6156311        0.4200000        0.3596810
     512      27       5    1998        0.7100000        0.7856329        0.5300000        0.6037536        0.4600000        0.3539648
     513      28       5    1998        0.6100000        0.7404615        0.5300000        0.5923076        0.4200000        0.3444283
     514      29       5    1998        0.6600000        0.7078203        0.5300000        0.6210979        0.4200000        0.4849420
     515      30       5    1998        0.6600000        0.7076814        0.7000000        0.6837817        0.6200000        0.4379433
     516      31       5    1998        0.8900000        0.7333861        0.7000000        0.7466566        0.5600000        0.5151713
     517       1       6    1998        0.9500000        0.7806305        1.0400000        0.7755454        0.6200000        0.5004792
     518       2       6    1998        0.8900000        0.8296924        0.7700000        0.7677651        0.4600000        0.4592649
     519       3       6    1998        0.7700000        0.8554588        0.7700000        0.7280658        0.5100000        0.4470480
     520       4       6    1998        0.6600000        0.8501652        0.7000000        0.6950990        0.4600000        0.4243854
     521       5       6    1998        0.6100000        0.8230130        0.5900000        0.6659509        0.4600000        0.4051113
     522       6       6    1998        0.5100000        0.7894622        0.4300000        0.6388266        0.5100000        0.3879116
     523       7       6    1998        0.4100000        0.7580435        0.4300000        0.6134160        0.4200000        0.3734808
     524       8       6    1998        0.3400000        0.7294152        0.3900000        0.5909926        0.3800000        0.3600891
     525       9       6    1998        0.3400000        0.7031270        0.4300000        0.5708323        0.3000000        0.3474875
     526      10       6    1998        0.4100000        0.6938007        0.4300000        0.5589051        0.3000000        0.3677752
     527      11       6    1998        0.7100000        0.9300565        0.5300000        1.1890114        0.4200000        0.4094613
     528      12       6    1998        0.8300000        1.1453576        0.7000000        0.6114556        0.3800000        0.3722076
     529      13       6    1998        0.6600000        1.0597240        0.6400000        0.6027752        0.3800000        0.3531287
     530      14       6    1998        0.5100000        0.8665559        0.5300000        0.5730125        0.3800000        0.3407782
     531      15       6    1998        0.5100000        0.7192987        0.4300000        0.5546300        0.3800000        0.3367696
     532      16       6    1998        0.5100000        0.6625151        0.5300000        0.5469029        0.3800000        0.3412425
     533      17       6    1998        0.4100000        0.6452192        0.5300000        0.5449949        0.3800000        0.3384038
     534      18       6    1998        0.4100000        0.6344182        0.4800000        0.5400040        0.3800000        0.3295296
     535      19       6    1998        0.4100000        0.6278669        0.4800000        0.5296317        0.3800000        0.3205381
     536      20       6    1998        0.4100000        0.6207212        0.4300000        0.5160025        0.3800000        0.3110916
     537      21       6    1998        0.4100000        0.6401608        0.3900000        0.7098957        0.3800000        0.4226510
     538      22       6    1998        0.6600000        0.6975454        0.4300000        0.5917421        0.5600000        0.3863749
     539      23       6    1998        0.6600000        0.7303307        0.4800000        0.5994226        0.4200000        0.3334152
     540      24       6    1998        0.6100000        0.7089509        0.4800000        0.5634071        0.3800000        0.3293279
     541      25       6    1998        0.6600000        1.5662768        0.4800000        1.0520178        0.4200000        0.4884472
     542      26       6    1998        0.9500000        1.9312917        0.9000000        0.7011251        0.6200000        0.4465823
     543      27       6    1998        0.7700000        1.3116148        0.5900000        0.7087564        0.5100000        0.3900536
     544      28       6    1998        0.6600000        0.9285301        0.5300000        0.6516494        0.4600000        0.3697202
     545      29       6    1998        0.6100000        0.7976325        0.4800000        0.6066227        0.4200000        0.3551542
     546      30       6    1998        0.5100000        0.7428084        0.3900000        0.5873658        0.2700000        0.3722446
     547       1       7    1998        0.5100000        0.7061831        0.4300000        0.5807383        0.3800000        0.3623192
     548       2       7    1998        0.5100000        0.6806820        0.4800000        0.5729657        0.3800000        0.3448862
     549       3       7    1998        0.4100000        0.6662980        0.4300000        0.5575835        0.3000000        0.3379231
     550       4       7    1998        0.4100000        0.6549775        0.4300000        0.5459811        0.2700000        0.3351904
     551       5       7    1998        0.4100000        0.6431792        0.4300000        0.5396263        0.2700000        0.3328555
     552       6       7    1998        0.5100000        0.6318567        0.3900000        0.5315534        0.3000000        0.3240878
     553       7       7    1998        0.4100000        0.6220627        0.3500000        0.5201957        0.3000000        0.3142464
     554       8       7    1998        0.4100000        0.6127473        0.3500000        0.5086746        0.3000000        0.3104061
     555       9       7    1998        0.5100000        0.6894914        0.3500000        0.5652912        0.3000000        0.3564815
     556      10       7    1998        0.6100000        0.7283339        0.4800000        0.5497393        0.3400000        0.3381122
     557      11       7    1998        0.5100000        0.6737101        0.4800000        0.5413979        0.3400000        0.3113628
     558      12       7    1998        0.5100000        0.6379171        0.4300000        0.5168470        0.3400000        0.3257743
     559      13       7    1998        0.6100000        0.7037118        0.4800000        0.6139683        0.3800000        0.3980429
     560      14       7    1998        0.7100000        0.7774682        0.7000000        0.5732841        0.4600000        0.3655954
     561      15       7    1998        0.6600000        0.7417504        0.5900000        0.5737814        0.3800000        0.3368572
     562      16       7    1998        0.5100000        0.6794801        0.5300000        0.5425166        0.3800000        0.3267587
     563      17       7    1998        0.5100000        0.6487301        0.4800000        0.5166526        0.3800000        0.3176571
     564      18       7    1998        0.5100000        0.6260725        0.4300000        0.4992753        0.3400000        0.3081265
     565      19       7    1998        0.4100000        0.6021842        0.3500000        0.4848879        0.3400000        0.2980272
     566      20       7    1998        0.4100000        0.5815919        0.3100000        0.4710058        0.3400000        0.2890098
     567      21       7    1998        0.2800000        0.5651139        0.2300000        0.4576625        0.3000000        0.2809772
     568      22       7    1998        0.2200000        0.5502532        0.2300000        0.4453477        0.3000000        0.2735109
     569      23       7    1998        0.1400000        0.5368910        0.2300000        0.4357863        0.3000000        0.2748356
     570      24       7    1998        0.1400000        0.5245740        0.2700000        0.4295630        0.3000000        0.2717732
     571      25       7    1998        0.1400000        0.5143307        0.2300000        0.4241904        0.3000000        0.2646543
     572      26       7    1998        0.1400000        0.5258455        0.2000000        0.4178074        0.3000000        0.2584418
     573      27       7    1998        0.1800000        0.5470516        0.2000000        0.4092390        0.3000000        0.2527461
     574      28       7    1998        0.2200000        0.5285097        0.2000000        0.4005175        0.3000000        0.2475170
     575      29       7    1998        0.1800000        0.4928725        0.2000000        0.3952498        0.3000000        0.2560036
     576      30       7    1998        0.1800000        0.4773109        0.2700000        0.3940145        0.3000000        0.2541619
     577      31       7    1998        0.1800000        0.4716061        0.3100000        0.3925952        0.3000000        0.2447317
     578       1       8    1998        0.2200000        0.4681551        0.2000000        0.3879600        0.2700000        0.2430728
     579       2       8    1998        0.2200000        0.4649217        0.2000000        0.3815536        0.2400000        0.2398030
     580       3       8    1998        0.2200000        0.4602729        0.2000000        0.3759544        0.2400000        0.2353421
     581       4       8    1998        0.2200000        0.4542955        0.2000000        0.3702585        0.2400000        0.2312187
     582       5       8    1998        0.2200000        0.4479214        0.1700000        0.3641794        0.2400000        0.2274011
     583       6       8    1998        0.2200000        0.4415511        0.1700000        0.3583270        0.2400000        0.2238576
     584       7       8    1998        0.1400000        0.4351718        0.1200000        0.3528642        0.1900000        0.2205605
     585       8       8    1998        0.1400000        0.4289151        0.1500000        0.3477532        0.1900000        0.2174852
     586       9       8    1998        0.2200000        0.4229660        0.1200000        0.3429606        0.1900000        0.2146099
     587      10       8    1998        0.1800000        0.4173801        0.1200000        0.3384564        0.1900000        0.2119153
     588      11       8    1998        0.1400000        0.4121353        0.1000000        0.3342140        0.1900000        0.2093843
     589      12       8    1998        0.1400000        0.4072286        0.1000000        0.3303992        0.1400000        0.2073262
     590      13       8    1998        0.1100000        0.4026739        0.1000000        0.3269019        0.1200000        0.2052169
     591      14       8    1998        0.1100000        0.3984554        0.1000000        0.3235301        0.1200000        0.2030563
     592      15       8    1998        0.1100000        0.3945087        0.1000000        0.3201762        0.1100000        0.2010095
     593      16       8    1998        0.1800000        0.3907322        0.1200000        0.3169005        0.1100000        0.1990674
     594      17       8    1998        0.1400000        0.3870548        0.1200000        0.3137579        0.1100000        0.1972208
     595      18       8    1998        0.1100000        0.3834727        0.1200000        0.3107590        0.0900000        0.1954615
     596      19       8    1998        0.1100000        0.3800161        0.1200000        0.3078922        0.0900000        0.1937822
     597      20       8    1998        0.1100000        0.3767027        0.1200000        0.3051470        0.1200000        0.1921770
     598      21       8    1998        0.1100000        0.3848279        0.1500000        0.3106765        0.1700000        0.2349368
     599      22       8    1998        0.1800000        0.3933394        0.2300000        0.3258377        0.2100000        0.2170783
     600      23       8    1998        0.2200000        0.5787081        0.2700000        0.4291997        0.2100000        0.3847906
     601      24       8    1998        0.3400000        0.6916093        0.3900000        0.5049670        0.3400000        0.3027796
     602      25       8    1998        0.6100000        0.5943008        0.5900000        0.4702528        0.3400000        0.2219978
     603      26       8    1998        0.6100000        1.5328317        0.5300000        1.1746175        0.4200000        0.5373110
     604      27       8    1998        1.1000000        2.1004211        1.3400000        0.6551872        0.8000000        0.3857753
     605      28       8    1998        0.9500000        1.4580400        0.8300000        0.6193623        0.4200000        0.2741852
     606      29       8    1998        0.7700000        0.9116479        0.5300000        0.4764517        0.4200000        0.2697281
     607      30       8    1998        0.6600000        0.6857877        0.3900000        0.4070785        0.4200000        0.2589149
     608      31       8    1998        0.5100000        0.5699859        0.3500000        0.3832232        0.4200000        0.2507065
     609       1       9    1998        0.2800000        0.4981439        0.3100000        0.3726979        0.3000000        0.2431479
     610       2       9    1998        0.3400000        0.4584702        0.2700000        0.3628008        0.1900000        0.2363202
     611       3       9    1998        0.3400000        0.5724746        0.2700000        0.4711627        0.1900000        0.2966821
     612       4       9    1998        0.5100000        0.6336921        0.3500000        0.4018316        0.2400000        0.2854538
     613       5       9    1998        0.6600000        1.0244965        0.3900000        0.7399612        0.3000000        0.5481432
     614       6       9    1998        1.0200000        1.2157074        1.1100000        0.6007743        0.9500000        0.4780231
     615       7       9    1998        0.9500000        0.9247963        0.7000000        0.6328745        0.5600000        0.3710537
     616       8       9    1998        0.7700000        0.7358716        0.5300000        0.5649619        0.3800000        0.3497918
     617       9       9    1998        0.6600000        0.6792884        0.4300000        0.5348616        0.3800000        0.4211106
     618      10       9    1998        0.6600000        0.6466917        0.4800000        0.5586922        0.4600000        0.3986073
     619      11       9    1998        0.7100000        0.6260937        0.5300000        0.5593593        0.3800000        0.3827353
     620      12       9    1998        0.7100000        0.7597082        0.4300000        0.5737346        0.4200000        0.3956578
     621      13       9    1998        0.7100000        0.8285155        0.4800000        0.5374144        0.4600000        0.4102095
     622      14       9    1998        0.7100000        1.6057997        0.4800000        1.2711576        0.3800000        0.9189853
     623      15       9    1998        1.5200000        2.4619146        1.5900000        1.2372603        1.4900000        1.1241650
     624      16       9    1998        1.7300000        2.3180195        1.7700000        1.5346297        1.8900000        1.5240773
     625      17       9    1998        1.9400000        2.3422888        2.1600000        2.3060428        2.0900000        2.2719441
     626      18       9    1998        2.2500000        2.4950940        2.1600000        2.4035754        2.3100000        2.0580381
     627      19       9    1998        2.0200000        2.4539707        1.7700000        2.5109944        1.7900000        1.5309417
     628      20       9    1998        1.6600000        2.4902140        1.5000000        2.2107251        1.4900000        1.2521854
     629      21       9    1998        1.5200000        2.4668870        1.3400000        1.8208906        1.2000000        1.0792957
     630      22       9    1998        1.3400000        2.2712196        1.0400000        1.5358868        1.1100000        0.9539539
     631      23       9    1998        1.1700000        1.9702787        0.8300000        1.3482079        0.4600000        0.8516995
     632      24       9    1998        1.1000000        1.6860122        0.8300000        1.2064125        0.8700000        0.7654826
     633      25       9    1998        1.0200000        1.4723137        0.7000000        1.0900475        0.7400000        0.6923455
     634      26       9    1998        0.7700000        1.3157953        0.7000000        0.9931211        0.6700000        0.6333316
     635      27       9    1998        0.6600000        1.1928843        0.7000000        0.9107004        0.6700000        0.5808579
     636      28       9    1998        0.6600000        1.0910391        0.6400000        0.8398053        0.6200000        0.5342228
     637      29       9    1998        0.6600000        1.0045517        0.5900000        0.7775628        0.5600000        0.4944952
     638      30       9    1998        0.7100000        0.9309312        0.5900000        0.7310677        0.5100000        0.4886896
     639       1      10    1998        0.8300000        0.9615341        0.5900000        0.9058725        0.6200000        0.8597187
     640       2      10    1998        1.1000000        1.0356163        1.1100000        1.0642142        1.1100000        0.9559497
     641       3      10    1998        1.3400000        1.0773074        1.0400000        1.2226705        1.0200000        0.9103083
     642       4      10    1998        1.1700000        1.1960379        0.9000000        1.3023233        0.8700000        0.9362078
     643       5      10    1998        1.1700000        1.3307529        0.9000000        1.2388228        0.9500000        0.8595186
     644       6      10    1998        1.2500000        1.3647929        1.0400000        1.1878623        0.8700000        0.7925682
     645       7      10    1998        1.2500000        2.1503367        1.0400000        1.8670252        0.8000000        1.4174212
     646       8      10    1998        1.8000000        2.5972560        1.6800000        1.6941809        1.8900000        1.3809439
     647       9      10    1998        2.0200000        2.1782376        1.7700000        1.8237889        1.7900000        1.1412721
     648      10      10    1998        1.8000000        1.9702108        1.6800000        1.8096353        1.8900000        1.4199553
     649      11      10    1998        1.9400000        2.0332507        2.0600000        1.9522334        2.3100000        1.7739739
     650      12      10    1998        2.0900000        2.2653012        2.2600000        2.1885747        2.5400000        1.9299316
     651      13      10    1998        2.2500000        2.4001235        2.2600000        2.3488606        2.4200000        1.6971654
     652      14      10    1998        2.2500000        2.4147330        2.0600000        2.4793624        2.3100000        1.7090070
     653      15      10    1998        2.2500000        2.4867073        2.1600000        2.2915009        2.4200000        1.5686468
     654      16      10    1998        2.1700000        2.5139550        1.9600000        2.1347858        2.0900000        1.3096399
     655      17      10    1998        2.0900000        2.4205662        1.9600000        1.9155802        2.3100000        1.1691680
     656      18      10    1998        2.1700000        2.2466757        2.0600000        1.7017320        2.3100000        1.0704402
     657      19      10    1998        1.8000000        2.0450132        1.7700000        1.5344617        1.7900000        0.9654078
     658      20      10    1998        1.6600000        1.8455086        1.5900000        1.4012898        1.4900000        0.8927139
     659      21      10    1998        1.5900000        1.6700789        1.3400000        1.2851282        1.3800000        0.8196496
     660      22      10    1998        1.5200000        1.5246322        1.1800000        1.1830199        1.1100000        0.7442519
     661      23      10    1998        1.3400000        1.9056573        1.1100000        1.4617172        1.1100000        1.2057173
     662      24      10    1998        1.5200000        2.2756474        1.2600000        2.1526317        1.6000000        2.9665004
     663      25      10    1998        2.4100000        2.3147629        2.5900000        3.1642801        3.0400000        3.9379643
     664      26      10    1998        3.7400000        2.6507438        2.9400000        4.1789388        3.5000000        3.6002357
     665      27      10    1998        3.3200000        3.5823976        2.8200000        5.5595464        3.5000000        7.7408970
     666      28      10    1998        5.0100000        6.2731054        7.3300000        9.3538525        9.9100000       13.0672568
     667      29      10    1998       18.2800000        9.0512784       17.0100000       13.9867613       16.0000000       14.7226644
     668      30      10    1998       16.9900000       11.2366591       13.3800000       16.8764311       14.0600000       13.0423335
     669      31      10    1998       16.2500000       14.7034244       12.1800000       17.6689352       13.1400000       13.1158405
     670       1      11    1998       13.9500000       18.3734158       14.3200000       18.6720047       13.5900000       14.1540561
     671       2      11    1998       20.7200000       19.9805628       15.6300000       18.6314805       15.2600000       12.3840039
     672       3      11    1998       14.4000000       19.8760460       11.0400000       17.1830697       10.8000000        9.0328609
     673       4      11    1998        9.9100000       19.0708303        8.2300000       14.1326757        8.2500000        6.8224776
     674       5      11    1998        7.3900000       17.4268708        7.5500000       11.1705618        6.7600000        6.1735311
     675       6      11    1998        6.2200000       14.9645342        6.4800000        9.2716104        5.7500000        5.2983546
     676       7      11    1998        5.5500000       12.3424949        5.3200000        7.8825146        4.9800000        3.9256971
     677       8      11    1998        4.8100000       10.1715914        4.6100000        6.4352608        4.5400000        2.8839901
     678       9      11    1998        4.8100000        9.0488779        4.4500000        5.8518282        4.2700000        3.5092453
     679      10      11    1998        5.1700000        8.1886266        4.4500000        5.7728014        4.2700000        4.0296481
     680      11      11    1998        5.1700000        7.2143301        4.1200000        5.8676776        4.0000000        3.1946907
     681      12      11    1998        4.6900000        6.6275775        3.7000000        5.3826857        3.7500000        2.3719513
     682      13      11    1998        4.3400000        6.2748531        3.4400000        4.4311663        3.3800000        1.9310033
     683      14      11    1998        4.1200000        5.8890406        3.3100000        4.0456204        3.2600000        2.5320892
     684      15      11    1998        4.0200000        5.3487471        3.7000000        3.8836503        3.5000000        2.2519562
     685      16      11    1998        3.6000000        4.9210554        3.1800000        3.8592362        3.1500000        1.8684291
     686      17      11    1998        3.2200000        4.6162117        2.9400000        3.4008172        2.9100000        1.6545361
     687      18      11    1998        3.1300000        4.2722786        2.7000000        2.9655796        2.7800000        1.4775380
     688      19      11    1998        2.9500000        3.8617603        2.5900000        2.6245651        2.7800000        1.3275174
     689      20      11    1998        2.8600000        3.4199803        2.4800000        2.3519195        2.4200000        1.1995814
     690      21      11    1998        2.6900000        3.0256455        2.1600000        2.1205795        2.2000000        1.0898649
     691      22      11    1998        2.6900000        2.7023571        1.9600000        1.9227022        2.0900000        0.9952859
     692      23      11    1998        2.5300000        2.4341187        2.1600000        1.7524753        1.8900000        0.9133660
     693      24      11    1998        2.5300000        2.2064570        1.8600000        1.6052647        1.9900000        0.8420957
     694      25      11    1998        2.3700000        2.0111281        1.9600000        1.4773409        1.8900000        0.7798343
     695      26      11    1998        2.1500000        1.8425809        1.6800000        1.3656773        1.7100000        0.7252327
     696      27      11    1998        2.0800000        1.7322560        1.5900000        1.3585019        1.6000000        0.6771749
     697      28      11    1998        1.9400000        1.6580269        1.5900000        1.3300811        1.6000000        0.7371848
     698      29      11    1998        2.0100000        1.6102301        1.5900000        1.3289314        1.6000000        0.7061822
     699      30      11    1998        1.9400000        1.5738978        1.5000000        1.2954016        1.4900000        0.6572893
     700       1      12    1998        1.9700000        1.5349271        1.4200000        1.2204346        1.2900000        0.6169380
     701       2      12    1998        1.7600000        1.4814161        1.2600000        1.1402912        1.1100000        0.5811534
     702       3      12    1998        1.6700000        1.4071972        1.1800000        1.0678258        1.0200000        0.5493230
     703       4      12    1998        1.5800000        1.3224825        1.1100000        1.0039934        0.9500000        0.5209282
     704       5      12    1998        1.5800000        1.2406292        1.0400000        0.9472400        0.9500000        0.4955285
     705       6      12    1998        1.5800000        1.1669900        1.1100000        0.8966149        0.9500000        0.4727479
     706       7      12    1998        1.3400000        1.1015987        1.0400000        0.8513153        0.8700000        0.4522642
     707       8      12    1998        1.1900000        1.0433715        1.3400000        0.8106601        0.8000000        0.4338004
     708       9      12    1998        0.9500000        0.9913326        2.2600000        0.7740688        0.7400000        0.4171178
     709      10      12    1998        1.2600000        0.9446797        3.1800000        0.7410446        0.7400000        0.4020094
     710      11      12    1998        1.2600000        0.9027315        2.9400000        0.7111605        0.6700000        0.3882959
     711      12      12    1998        1.3400000        1.2762123        3.0600000        1.2636490        0.6700000        1.1922552
     712      13      12    1998        1.9700000        1.6630842        2.2600000        1.9038093        1.4900000        2.6328426
     713      14      12    1998        2.4900000        1.9398671        2.3700000        2.9387575        2.2000000        2.9537058
     714      15      12    1998        2.2600000        2.7634824        2.1600000        4.0147402        1.9900000        3.0301692
     715      16      12    1998        2.3300000        3.6833028        2.4800000        4.1276798        2.2000000        2.4936139
     716      17      12    1998        2.2600000        4.2004401        2.3700000        3.8241712        2.2000000        1.9948553
     717      18      12    1998        2.4100000        4.3541147        2.1600000        3.3501910        1.9900000        1.7784827
     718      19      12    1998        2.4900000        4.1770578        2.1600000        2.9767485        2.0900000        1.9027237
     719      20      12    1998        2.5700000        3.8331794        2.2600000        2.9397929        2.3100000        1.7888343
